Type,FullName,Label
TQXC,/SaoMartinho/SaoMartinho/RBD/Queries/AtualizaJustificativaXacute,AtualizaJustificativaXacute
TQXC,/SaoMartinho/SaoMartinho/global/Queries/TickerAcumuladoXacuteQuery,TickerAcumuladoXacuteQuery
TQXC,/SaoMartinho/SaoMartinho/global/Queries/Xct_Material,Xct_Material
TQXC,/SaoMartinho/SaoMartinho/global/Queries/Xct_Centro,Xct_Centro
TQXC,/SaoMartinho/SaoMartinho/global/Queries/TickerXacuteQuery,TickerXacuteQuery
TQXC,/SaoMartinho/SaoMartinho/global/Queries/PlanoGraficoHistoricoXacuteQuery,PlanoGraficoHistoricoXacuteQuery
TQXC,/SaoMartinho/SaoMartinho/global/Queries/SafraInfoXacuteQuery,SafraInfoXacuteQuery
TQXC,/SaoMartinho/SaoMartinho/global/Queries/IndicadoresXacuteQuery,IndicadoresXacuteQuery
TQXC,/SaoMartinho/SaoMartinho/global/Queries/IndicadorVolumeXacuteQuery,IndicadorVolumeXacuteQuery
TQXC,/SaoMartinho/SaoMartinho/global/Queries/PlanoGraficoProjecaoXacuteQuery,PlanoGraficoProjecaoXacuteQuery
TQXC,/SaoMartinho/SaoMartinho/global/Queries/Xct_Plano_Safra,Xct_Plano_Safra
TQXC,/SaoMartinho/SaoMartinho/global/Queries/PlanoGrupoRelatorioTempXacuteQuery,PlanoGrupoRelatorioTempXacuteQuery
TQXC,/SaoMartinho/SaoMartinho/global/Queries/PlanoGrupoRelatorioXacuteQuery,PlanoGrupoRelatorioXacuteQuery
TQXC,/SaoMartinho/SaoMartinho/global/Queries/Ano,Ano
TQXC,/SaoMartinho/SaoMartinho/global/Queries/ComboXacuteQuery,ComboXacuteQuery
TQXC,/SaoMartinho/SaoMartinho/global/Queries/CalendarioGrupoXacuteQuery,CalendarioGrupoXacuteQuery
TQXC,/SaoMartinho/SaoMartinho/global/Queries/XacuteSafraPercent,XacuteSafraPercent
TQXC,/SaoMartinho/SaoMartinho/global/Queries/PlanoRelatorioXacuteQuery,PlanoRelatorioXacuteQuery
TQXC,/SaoMartinho/SaoMartinho/global/Queries/ComboVersaoXacuteQuery,ComboVersaoXacuteQuery
TQXC,/SaoMartinho/SaoMartinho/global/Queries/Deposito,Deposito
TQXC,/SaoMartinho/SaoMartinho/global/Queries/TESTE-PlanoRelatorioXacuteQuery,TESTE-PlanoRelatorioXacuteQuery
TQXC,/SaoMartinho/SaoMartinho/global/Queries/PlanoGrupoGraficoHistoricoXacuteQuery,PlanoGrupoGraficoHistoricoXacuteQuery
TQXC,/SaoMartinho/SaoMartinho/global/Queries/Xct_Plano_Meta,Xct_Plano_Meta
TQXC,/SaoMartinho/SaoMartinho/global/Queries/XacuteSafraPercentBB,XacuteSafraPercentBB
TQXC,/PAINEL/PAINEL/Query/XctGeraInformacoesGrafico,XctGeraInformacoesGrafico
TQXC,/METC/METC/AP/DATASET_PI/Xac_ListaValorTAGNadata,Xac_ListaValorTAGNadata
TQXC,/METC/METC/AP/DATASET_PI/Xac_ListaValorTAGNadata_RI_N01,Xac_ListaValorTAGNadata_RI_N01
TQXC,/METC/METC/AP/DATASET_MES/Xac_Horas_ParadaMoenda,Xac_Horas_ParadaMoenda
TQXC,/METC/METC/AP/DATASET_MES/Xac_Lab_PonderacaoMoagem,Xac_Lab_PonderacaoMoagem
TQXC,/METC/METC/AP/Query/EngineNovaXacuteQuery,EngineNovaXacuteQuery
TQXC,/METC/METC/AP/Query/XacuteManualTransactionUserActivate,XacuteManualTransactionUserActivate
TQXC,/METC/METC/AP/Query/GetListaCausaEfeitoXacuteQuery,GetListaCausaEfeitoXacuteQuery
TQXC,/METC/METC/AP/Query/GetListaDependenciasMetricaCurrentValueXacuteQuery,GetListaDependenciasMetricaCurrentValueXacuteQuery
TQXC,/METC/METC/AP/Query/XacuteEngineGranulometryScanGroup,XacuteEngineGranulometryScanGroup
TQXC,/METC/METC/AP/Query/ValIndicadorActionsXacuteQuery,ValIndicadorActionsXacuteQuery
TQXC,/METC/METC/AP/Query/EngineColumnsXacuteQuery,EngineColumnsXacuteQuery
TQXC,/METC/METC/AP/Query/ponderacaoCadastroXacuteQuery,ponderacaoCadastroXacuteQuery
TQXC,/METC/METC/AP/Query/queryViewXacuteQuery,queryViewXacuteQuery
TQXC,/METC/METC/AP/Query/EngineExpressionValidateXacuteQuery,EngineExpressionValidateXacuteQuery
TQXC,/METC/METC/AP/Query/GetListaMetricasExistenciaCurrentValueXacuteQuery,GetListaMetricasExistenciaCurrentValueXacuteQuery
TQXC,/METC/METC/AP/Query/TagListXacuteQuery,TagListXacuteQuery
TQXC,/METC/METC/AP/DATASET_LAB/Xct_PIConvertToLab,Xct_PIConvertToLab
TQXC,/METC/METC/AP/DATASET_LAB/Xac_Lab_PesoTagPI,Xac_Lab_PesoTagPI
TQXC,/METC/METC/Config/Query/DshMrcXacuteQuery,DshMrcXacuteQuery
