Type,FullName,Label
TRX,Trx_ListaValorTAGNadata,Trx_ListaValorTAGNadata
TRX,Trx_Horas_ParadaMoenda,Trx_Horas_ParadaMoenda
TRX,Trx_PonderacaoLabMoagem,Trx_PonderacaoLabMoagem
TRX,"/*
","*
"
TRX,P_EVENTTIME,P_EVENTTIME
TRX,P_METRICVALUE,P_METRICVALUE
TRX,P_VALID,P_VALID
TRX,P_LASTERROR,P_LASTERROR
TRX,P_DTHREFERENCIAINICIAL,P_DTHREFERENCIAINICIAL
TRX,P_DTHREFERENCIAFINAL,P_DTHREFERENCIAFINAL
TRX,P_XMLPARAMETROS,P_XMLPARAMETROS
TRX,P_IDGRANULOMETRY,P_IDGRANULOMETRY
TRX,EngineNova_1,EngineNova_1
TRX,manualTransactionUserActivate,manualTransactionUserActivate
TRX,GetListaCausaEfeitoMetrica,GetListaCausaEfeitoMetrica
TRX,GetListaDependenciasMetricaCurrentValue,GetListaDependenciasMetricaCurrentValue
TRX,"/*
[PARAM.1]","*
[PARAM.1]"
TRX,EngineGranulometry,EngineGranulometry
TRX,ValIndicadorActions,ValIndicadorActions
TRX,EngineQueryColumns,EngineQueryColumns
TRX,5,5
TRX,6,6
TRX,7,7
TRX,poderacaoCadastro,poderacaoCadastro
TRX,queryViewTransaction,queryViewTransaction
TRX,EngineValidate,EngineValidate
TRX,GetListaMetricasExistenciaCurrentValue,GetListaMetricasExistenciaCurrentValue
TRX,TagList,TagList
TRX,Trx_PIConvertToLab,Trx_PIConvertToLab
