TYPE,SOURCE,EDGES,TARGET
TQSQ,/SaoMartinho/SaoMartinho/SAP/Queries/IntSAP_SAP_MSHD_Insert,INSERT,UBVISTA.SAP_MSHD
TQSQ,/SaoMartinho/SaoMartinho/SAP/Queries/InsumosMaterialBrowser,SELECT,UBV_MATERIAL_INSUMOS
TQSQ,/SaoMartinho/SaoMartinho/SAP/Queries/IntSAP_SistAgricola_Update_ZCAN02,UPDATE,SAP_ZCAN02
TQSQ,/SaoMartinho/SaoMartinho/SAP/Queries/Verif_MSID_Exist,SELECT,SAP_MSHD
TQSQ,/SaoMartinho/SaoMartinho/SAP/Queries/Insert_Meta_Safra,INSERT,UBV_META
TQSQ,/SaoMartinho/SaoMartinho/SAP/Queries/IntSAP_SistAgricola_Update_ZCAN03,UPDATE,SAP_ZCAN03
TQSQ,/SaoMartinho/SaoMartinho/SAP/Queries/Ger_Update_SAP_MSEL,UPDATE,SAP_MSEL
TQSQ,/SaoMartinho/SaoMartinho/SAP/Queries/Select_Real_Safra,SELECT,UBVISTA.UBV_REAL_SAFRA
TQXC,/SaoMartinho/SaoMartinho/SAP/Queries/Xct_Instructions,CALL,Get_Instructions
TQSQ,/SaoMartinho/SaoMartinho/SAP/Queries/IntSAP_SistAgricola_Insert_ZCAN02,INSERT,SAP_ZCAN02
TQSQ,/SaoMartinho/SaoMartinho/SAP/Queries/MonitorIntReadInterfaceList,SELECT,UBV_INTERFACE
TQXC,/SaoMartinho/SaoMartinho/SAP/Queries/Xct_Status_Moviments,CALL,Ger_Movimentos_Status
TQSQ,/SaoMartinho/SaoMartinho/SAP/Queries/Insert_Real_Safra,INSERT,UBV_REAL_SAFRA
TQSQ,/SaoMartinho/SaoMartinho/SAP/Queries/IntSAP_CrtlRecipe_Insert_CRFV,INSERT,SAP_CRFV
TQSQ,/SaoMartinho/SaoMartinho/SAP/Queries/Select_Meta_Safra,SELECT,UBV_META
TQXC,/SaoMartinho/SaoMartinho/SAP/Queries/GetFilePrevAcum,CALL,IntSAP_Prev_Acum_TXT
TQSQ,/SaoMartinho/SaoMartinho/SAP/Queries/IntSAP_SAP_MSEL_Insert,INSERT,SAP_MSEL
TQXC,/SaoMartinho/SaoMartinho/SAP/Queries/Xct_Send_Order,CALL,IntSAP_CrtlRecipe_Send
TQSQ,/SaoMartinho/SaoMartinho/SAP/Queries/Update_Real_Safra,UPDATE,UBV_REAL_SAFRA
TQXC,/SaoMartinho/SaoMartinho/SAP/Queries/MonitorIntGetXMLXacute,CALL,MonitorIntGetXML
TQXC,/SaoMartinho/SaoMartinho/SAP/Queries/Xct_Grid_Insumos_Previsto,CALL,Grid_Insumos_Previsto
TQSQ,/SaoMartinho/SaoMartinho/SAP/Queries/IntSAP_SistAgricola_Insert_ZCAN01,INSERT,SAP_ZCAN01
TQSQ,/SaoMartinho/SaoMartinho/SAP/Queries/Update_Meta_Safra,UPDATE,UBV_META
TQSQ,/SaoMartinho/SaoMartinho/SAP/Queries/IntSAP_SistAgricola_Query_ZCAN02,SELECT,SAP_ZCAN02
TQXC,/SaoMartinho/SaoMartinho/SAP/Queries/Get_QtdLote,CALL,IntSAP_Qtd_Lote
TQSQ,/SaoMartinho/SaoMartinho/SAP/Queries/IntSAP_SistAgricola_Update_ZCAN01,UPDATE,SAP_ZCAN01
TQSQ,/SaoMartinho/SaoMartinho/SAP/Queries/IntSAP_CrtlRecipe_Insert_CRFT,INSERT,"SAP_CRFT
CRID"
TQXC,/SaoMartinho/SaoMartinho/SAP/Queries/Xct_Ins_Upd_Insumos_Previsto,CALL,Ins_Upd_Insumos_Previsto
TQXC,/SaoMartinho/SaoMartinho/SAP/Queries/Xct_Add_Qtd_Lote,CALL,Ger_Add_Qtd_Lote
TQSQ,/SaoMartinho/SaoMartinho/SAP/Queries/IntSAP_CrtlRecipe_Update_CRHE,UPDATE,SAP_CRHE
TQSQ,/SaoMartinho/SaoMartinho/SAP/Queries/IntSAP_CrtlRecipe_Insert_CRHE,INSERT,"SAP_CRHE
CRID"
TQSQ,/SaoMartinho/SaoMartinho/SAP/Queries/IntSAP_SistAgricola_Query_ZCAN05,SELECT,SAP_ZCAN05
TQXC,/SaoMartinho/SaoMartinho/SAP/Queries/Xct_Cancel_CtrlRecipe,CALL,CancelCrtlRecipe
TQXC,/SaoMartinho/SaoMartinho/SAP/Queries/InsumosManualXacuteQuery,CALL,IntSAP_Insumos_Manual
TQXC,/SaoMartinho/SaoMartinho/SAP/Queries/Xct_SistAgricola,CALL,IntSAP_SistAgricola_IDOC_Receiver
TQSQ,/SaoMartinho/SaoMartinho/SAP/Queries/Get_Calendar_UBV_InsertQuery,INSERT,UBV_SAFRA_DATAS
TQSQ,/SaoMartinho/SaoMartinho/SAP/Queries/Get_Calendar_UBV_SelectQuery,SELECT,UBV_SAFRA_DATAS
TQSQ,/SaoMartinho/SaoMartinho/SAP/Queries/Get_Calendar_UBV_UpdateQuery,UPDATE,UBV_SAFRA_DATAS
TQXC,/SaoMartinho/SaoMartinho/SAP/Queries/Xct_Import_Insumos_Previsto_SafraAnt,CALL,Import_Insumos_Previsto_SafraAnt
TQXC,/SaoMartinho/SaoMartinho/SAP/Queries/MonitorInterfaceSAPXacute,CALL,MonitorIntReadMessage
TQXC,/SaoMartinho/SaoMartinho/SAP/Queries/Xct_Features,CALL,Ger_Features
TQSQ,/SaoMartinho/SaoMartinho/SAP/Queries/IntSAP_SistAgricola_Query_ZCAN01_ZCAN03,SELECT,[PARAM.1]
TQXC,/SaoMartinho/SaoMartinho/SAP/Queries/GetFilePrevReal,CALL,IntSAP_Prev_Real_TXT
TQSQ,/SaoMartinho/SaoMartinho/SAP/Queries/Get_Tipo_Indicador,SELECT,UBV_INDICADORES
TQSQ,/SaoMartinho/SaoMartinho/SAP/Queries/IntSAP_SistAgricola_Query_ZCAN04,SELECT,SAP_ZCAN04
TQXC,/SaoMartinho/SaoMartinho/SAP/Queries/MonitorIntReadInterfaceListXacute,CALL,MonitorIntReadInterfaceList
TRX,SaoMartinho/SAP/NewInsumos/Ins_Upd_Insumos_Previsto,QUERY,SQL
TRX,SaoMartinho/SAP/NewInsumos/Ins_Upd_Insumos_Previsto,QUERY,UPDATE
TRX,SaoMartinho/SAP/NewInsumos/Ins_Upd_Insumos_Previsto,QUERY,INSERT
TRX,SaoMartinho/SAP/NewInsumos/Ins_Upd_Insumos_Previsto,QUERY,SQL_METRICA
TRX,SaoMartinho/SAP/NewInsumos/Ins_Upd_Insumos_Previsto,QUERY,SQL_UNIDMEDID
TQXC,/SaoMartinho/SaoMartinho/SAP/NewInsumos/CadastroPrevisao/xCtsafraPrevistoGetMetrica,CALL,materiaInsumoGetMetrica
TRX,SaoMartinho/SAP/NewInsumos/CadastroPrevisao/safraPrevistoGetData,QUERY,SQL
TQXC,/SaoMartinho/SaoMartinho/SAP/NewInsumos/CadastroPrevisao/xCtsafraPrevistoGetData,CALL,safraPrevistoGetData
TQXC,/SaoMartinho/SaoMartinho/SAP/NewInsumos/CadastroPrevisao/Xct_Ins_Upd_Insumos_Previsto,CALL,Ins_Upd_Insumos_Previsto
TRX,SaoMartinho/SAP/NewInsumos/CadastroPrevisao/materiaInsumoGetMetrica,QUERY,SQL
TQSQ,/SaoMartinho/SaoMartinho/SAP/NewInsumos/GlobalQueries/MaterialBrowser,SELECT,UBV_MATERIAL_INSUMOS
TQSQ,/SaoMartinho/SaoMartinho/SAP/NewInsumos/GlobalQueries/PlantaBrowser,SELECT,UBV_MATERIAL_INSUMOS
TQSQ,/SaoMartinho/SaoMartinho/SAP/NewInsumos/GlobalQueries/DepositoBrowser,SELECT,UBV_MATERIAL_INSUMOS
TQSQ,/SaoMartinho/SaoMartinho/SAP/NewInsumos/GlobalQueries/cCustoBrowser,SELECT,UBV_MATERIAL_INSUMOS
TQSQ,/SaoMartinho/SaoMartinho/SAP/NewInsumos/GlobalQueries/SafraBrowser,SELECT,UBV_SAFRA_DATAS
TRX,SaoMartinho/SAP/NewInsumos/Interfaces/UploadPrevisto,QUERY,SaoMartinho/SAP/NewInsumos/Interfaces/GetInsumosPrevistoFromSafra
TRX,SaoMartinho/SAP/NewInsumos/Interfaces/UploadPrevisto,QUERY,SaoMartinho/SAP/NewInsumos/Interfaces/InsertLogInterfacePrevisto
TRX,SaoMartinho/SAP/NewInsumos/Interfaces/UploadPrevisto,QUERY,SaoMartinho/SAP/NewInsumos/Interfaces/InsertLogInterfacePrevisto
TQSQ,/SaoMartinho/SaoMartinho/SAP/NewInsumos/Interfaces/InsertLogInterfacePrevisto,INSERT,UBV_INSUMOS_PREVISTO_LOG_SAP
TQSQ,/SaoMartinho/SaoMartinho/SAP/NewInsumos/Interfaces/GetInsumosPrevistoFromSafra,SELECT,METRICA.MES_UNIDADEMEDIDA
TQSQ,/SaoMartinho/SaoMartinho/SAP/NewInsumos/Interfaces/GetInsumosPrevistoFromSafra,SELECT,UBV_INSUMOS_PREVISTO
TRX,SaoMartinho/SAP/NewInsumos/Interfaces/UploadReal,QUERY,SaoMartinho/SAP/NewInsumos/Interfaces/GetSafraFromData
TRX,SaoMartinho/SAP/NewInsumos/Interfaces/UploadReal,QUERY,SaoMartinho/SAP/NewInsumos/Interfaces/GetRealInsumoFromData
TRX,MES/ProduzirHardware/Transaction/AuditoriaFinalConfConsumo,QUERY,MES/ProduzirHardware/Query/AuditoriaFinalSP_CONFIRCONSUMSELECT
TRX,MES/ProduzirHardware/Transaction/AuditoriaFinalConfConsumo,QUERY,MES/ProduzirHardware/Query/AuditoriaFinalSP_CONFIR_CONSUM_NS
TRX,MES/ProduzirHardware/Transaction/AuditoriaFinalConfConsumo,QUERY,MES/ProduzirHardware/Query/AuditoriaFinalSP_REGISTCONFIRCONSUM
TRX,MES/ProduzirHardware/Transaction/AuditoriaFinalConfConsumo,QUERY,MES/ProduzirHardware/Query/AuditoriaFinalSP_REGISTCONFIRCONSUM
TRX,MES/ProduzirHardware/Transaction/AuditoriaFinalConfConsumo,QUERY,MES/ProduzirHardware/Query/AuditoriaFinalSP_REGISTCONFIRCONSUM
TQSQ,/SaoMartinho/SaoMartinho/SAP/NewInsumos/Interfaces/GetSafraFromData,SELECT,UBV_SAFRA_DATAS
TQXC,/SaoMartinho/SaoMartinho/SAP/NewInsumos/Interfaces/XCT_UploadPrevisto,CALL,UploadPrevisto
TQSQ,/SaoMartinho/SaoMartinho/SAP/NewInsumos/Interfaces/GetRealInsumoFromData,SELECT,UBV_MATERIAL_INSUMOS
TQSQ,/SaoMartinho/SaoMartinho/SAP/NewInsumos/Interfaces/GetRealInsumoFromData,SELECT,METRICA.AP_METRICDEFINITIONS
TQSQ,/SaoMartinho/SaoMartinho/SAP/NewInsumos/Interfaces/GetRealInsumoFromData,SELECT,METRICA.AP_METRICHISTORY
TQSQ,/SaoMartinho/SaoMartinho/SAP/NewInsumos/Interfaces/GetRealInsumoFromData,SELECT,METRICA.MES_UNIDADEMEDIDA
TRX,SaoMartinho/SAP/Transactions/TMP_IntSAP_Prev_Real,QUERY,SQL
TRX,SaoMartinho/SAP/Transactions/TMP_IntSAP_Prev_Real,QUERY,MTC
TRX,SaoMartinho/SAP/Transactions/TMP_IntSAP_Prev_Real,CALL,SaoMartinho/global/Transactions/ComboTransaction
TRX,SaoMartinho/SAP/Transactions/TMP_IntSAP_Prev_Real,QUERY,MTC2
TRX,SaoMartinho/SAP/Transactions/TMP_IntSAP_Prev_Real,QUERY,UPDATE
TRX,SaoMartinho/SAP/Transactions/Ger_CrtlRecipe,QUERY,SaoMartinho/SAP/Queries/Ger_ReceitasControle
TRX,SaoMartinho/SAP/Transactions/Ger_CrtlRecipe,QUERY,Get_UNID_MED
TRX,SaoMartinho/SAP/Transactions/Ger_CrtlRecipe,QUERY,Get_NUM_ORDER
TRX,SaoMartinho/SAP/Transactions/Ger_CrtlRecipe,QUERY,Get_QTD_PLAN
TRX,SaoMartinho/SAP/Transactions/Ger_CrtlRecipe,QUERY,Get_QTD_REAL
TRX,SaoMartinho/SAP/Transactions/Ger_CrtlRecipe,QUERY,STATUS
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_SAP,QUERY,SaoMartinho/global/Queries/Get_Centros
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_SAP,QUERY,SaoMartinho/SAP/Queries/Get_Tipo_Indicador
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_SAP,QUERY,SaoMartinho/SAP/Queries/Select_Real_Safra
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_SAP,QUERY,SaoMartinho/SAP/Queries/Update_Real_Safra
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_SAP,QUERY,SaoMartinho/SAP/Queries/Insert_Real_Safra
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_SAP,QUERY,SaoMartinho/SAP/Queries/Select_Real_Safra
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_SAP,QUERY,SaoMartinho/SAP/Queries/Update_Real_Safra
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_SAP,QUERY,SaoMartinho/SAP/Queries/Insert_Real_Safra
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_SAP,QUERY,SaoMartinho/SAP/Queries/Select_Real_Safra
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_SAP,QUERY,SaoMartinho/SAP/Queries/Update_Real_Safra
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_SAP,QUERY,SaoMartinho/SAP/Queries/Insert_Real_Safra
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_SAP,QUERY,SaoMartinho/global/Queries/Select_Plano_Safra
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_SAP,QUERY,SaoMartinho/global/Queries/Update_Plano_Safra
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_SAP,QUERY,SaoMartinho/global/Queries/Insert_Plano_Safra
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_SAP,QUERY,SaoMartinho/global/Queries/Select_Plano_Safra
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_SAP,QUERY,SaoMartinho/global/Queries/Update_Plano_Safra
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_SAP,QUERY,SaoMartinho/global/Queries/Insert_Plano_Safra
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_SAP,QUERY,SaoMartinho/SAP/Queries/Select_Real_Safra
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_SAP,QUERY,SaoMartinho/global/Queries/Update_Plano_Safra
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_SAP,QUERY,SaoMartinho/global/Queries/Insert_Plano_Safra
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_SAP,QUERY,SaoMartinho/SAP/Queries/Select_Meta_Safra
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_SAP,QUERY,SaoMartinho/SAP/Queries/Update_Meta_Safra
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_SAP,QUERY,SaoMartinho/SAP/Queries/Insert_Meta_Safra
TRX,SaoMartinho/SAP/Transactions/Get_Instructions,QUERY,SQL
TRX,SaoMartinho/SAP/Transactions/Get_Instructions,QUERY,GET_DESC
TRX,SaoMartinho/SAP/Transactions/Get_Instructions,QUERY,SQL_DESC_FASE
TRX,SaoMartinho/SAP/Transactions/CancelCrtlRecipe,QUERY,UPDT_CRHE
TRX,SaoMartinho/SAP/Transactions/CancelCrtlRecipe,QUERY,UDPT_MSHD
TRX,SaoMartinho/SAP/Transactions/CancelCrtlRecipe,QUERY,SQL_MSHD
TRX,SaoMartinho/SAP/Transactions/CancelCrtlRecipe,QUERY,UPDT_MSEL
TRX,SaoMartinho/SAP/Transactions/Ger_Features,QUERY,SaoMartinho/SAP/Queries/Ger_Features
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_TXT_CargaPeriodo,QUERY,INDICADORES
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_TXT_CargaPeriodo,QUERY,Prev_DIA
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_TXT_CargaPeriodo,QUERY,Real_DIA
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_TXT_CargaPeriodo,CALL,SaoMartinho/global/Transactions/ComboTransaction
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_TXT_CargaPeriodo,QUERY,Prev_SEM
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_TXT_CargaPeriodo,QUERY,Real_SEM
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_TXT_CargaPeriodo,CALL,SaoMartinho/global/Transactions/ComboTransaction
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_TXT_CargaPeriodo,QUERY,Prev_MES
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_TXT_CargaPeriodo,QUERY,Real_MES
TRX,SaoMartinho/SAP/Transactions/IntSAP_InsertField_Metricas,QUERY,SQL_METRICAS
TRX,SaoMartinho/SAP/Transactions/IntSAP_InsertField_Metricas,QUERY,UPD_MSEL_ATWRT
TRX,SaoMartinho/SAP/Transactions/IntSAP_InsertField_Metricas,CALL,SaoMartinho/SAP/Transactions/IntSAP_Metricas
TRX,SaoMartinho/SAP/Transactions/IntSAP_InsertField_Metricas,QUERY,SQL_MATERIAL
TRX,SaoMartinho/SAP/Transactions/Ins_Upd_Insumos_Previsto,QUERY,SQL
TRX,SaoMartinho/SAP/Transactions/Ins_Upd_Insumos_Previsto,QUERY,UPDATE
TRX,SaoMartinho/SAP/Transactions/Ins_Upd_Insumos_Previsto,QUERY,INSERT
TRX,SaoMartinho/SAP/Transactions/Ins_Upd_Insumos_Previsto,QUERY,SQL_METRICA
TRX,SaoMartinho/SAP/Transactions/Ins_Upd_Insumos_Previsto,QUERY,SQL_UNIDMEDID
TRX,SaoMartinho/SAP/Transactions/IntSAP_Sched_Metrics,QUERY,SQL_CRIDs
TRX,SaoMartinho/SAP/Transactions/IntSAP_Sched_Metrics,CALL,SaoMartinho/SAP/Transactions/IntSAP_InsertField_Metricas
TRX,SaoMartinho/SAP/Transactions/Ger_Update_MSEL_MSHD,QUERY,SaoMartinho/SAP/Queries/Ger_Update_SAP_MSEL
TRX,SaoMartinho/SAP/Transactions/Ger_Update_MSEL_MSHD,QUERY,SaoMartinho/SAP/Queries/Ger_Update_SAP_MSHD
TRX,SaoMartinho/SAP/Transactions/Ger_Update_MSEL_MSHD,QUERY,SQL
TRX,SaoMartinho/SAP/Transactions/Ger_Update_MSEL_MSHD,QUERY,REPLICATE_ALCOOL_VALUES
TRX,SaoMartinho/SAP/Transactions/Ger_Movimentos_Status,RFC,Z_SAP_PROCES_MESSAGES_XMII
TRX,SaoMartinho/SAP/Transactions/IntSAP_Characteristics,QUERY,SQL_CHARA_EN
TRX,SaoMartinho/SAP/Transactions/IntSAP_Characteristics,RFC,BAPI_CHARACT_GETDETAIL
TRX,SaoMartinho/SAP/Transactions/IntSAP_Characteristics,QUERY,INSERT
TRX,SaoMartinho/SAP/Transactions/IntSAP_Characteristics,QUERY,SQL
TRX,SaoMartinho/SAP/Transactions/IntSAP_Characteristics,QUERY,UPDATE
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_SAP_Retroativo_PROD,RFC,Z_SAP_ENVIA_DADOS_REAL_XMII
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_SAP_Retroativo_PROD,QUERY,SaoMartinho/global/Queries/Get_Centros
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_SAP_Retroativo_PROD,QUERY,SaoMartinho/SAP/Queries/Get_Tipo_Indicador
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_SAP_Retroativo_PROD,QUERY,SaoMartinho/SAP/Queries/Select_Real_Safra
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_SAP_Retroativo_PROD,QUERY,SaoMartinho/SAP/Queries/Update_Real_Safra
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_SAP_Retroativo_PROD,QUERY,SaoMartinho/SAP/Queries/Insert_Real_Safra
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_SAP_Retroativo_PROD,QUERY,SaoMartinho/global/Queries/Select_Plano_Safra
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_SAP_Retroativo_PROD,QUERY,SaoMartinho/global/Queries/Update_Plano_Safra
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_SAP_Retroativo_PROD,QUERY,SaoMartinho/global/Queries/Insert_Plano_Safra
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_RFC_KPIs,QUERY,INDICADORES
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_RFC_KPIs,QUERY,Prev_DIA
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_RFC_KPIs,QUERY,Real_DIA
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_RFC_KPIs,CALL,SaoMartinho/global/Transactions/ComboTransaction
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_RFC_KPIs,QUERY,Prev_SEM
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_RFC_KPIs,QUERY,Real_SEM
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_RFC_KPIs,RFC,Z_MII_ENVIA_DADOS_REAL_SAP
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_RFC_KPIs,CALL,SaoMartinho/global/Transactions/ComboTransaction
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_RFC_KPIs,QUERY,Prev_MES
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_RFC_KPIs,QUERY,Real_MES
TRX,SaoMartinho/SAP/Transactions/Grid_Insumos_Previsto,QUERY,SQL
TRX,SaoMartinho/SAP/Transactions/Grid_Insumos_Previsto,QUERY,MATERIAL
TRX,SaoMartinho/SAP/Transactions/Grid_Insumos_Previsto,QUERY,UNIDADE
TRX,SaoMartinho/SAP/Transactions/Ger_Features,QUERY,SaoMartinho/SAP/Queries/Ger_Features
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_RFC_All,CALL,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_RFC_Sched
TRX,SaoMartinho/SAP/Transactions/Ger_Add_Qtd_Lote,QUERY,SQL_MSHD
TRX,SaoMartinho/SAP/Transactions/Ger_Add_Qtd_Lote,QUERY,SQL_MSEL
TRX,SaoMartinho/SAP/Transactions/Ger_Add_Qtd_Lote,QUERY,INS_MSHD
TRX,SaoMartinho/SAP/Transactions/Ger_Add_Qtd_Lote,QUERY,SQL_MSHD_MSID
TRX,SaoMartinho/SAP/Transactions/Ger_Add_Qtd_Lote,QUERY,INS_MSEL
TRX,SaoMartinho/SAP/Transactions/Ger_Add_Qtd_Lote,QUERY,UPD_MSHD
TRX,SaoMartinho/SAP/Transactions/Ger_Add_Qtd_Lote,QUERY,SELEC_MSHD_1
TRX,SaoMartinho/SAP/Transactions/InsSAP_UpdateKPIs,CALL,METC/AP/EngineGranulometry
TRX,SaoMartinho/SAP/Transactions/InsSAP_UpdateKPIs,CALL,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_RFC_KPIs
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Meta_RFC,QUERY,METAS
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Meta_RFC,RFC,Z_MII_ENVIA_DADOS_REAL_SAP
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_TXT,QUERY,INDICADORES
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_TXT,QUERY,Prev_DIA
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_TXT,QUERY,Real_DIA
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_TXT,CALL,SaoMartinho/global/Transactions/ComboTransaction
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_TXT,QUERY,Prev_SEM
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_TXT,QUERY,Real_SEM
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_TXT,CALL,SaoMartinho/global/Transactions/ComboTransaction
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_TXT,QUERY,Prev_MES
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_TXT,QUERY,Real_MES
TRX,SaoMartinho/SAP/Transactions/IntSAP_Prev_Real_TXT,CALL,SaoMartinho/SAP/Transactions/IntSAP_Prev_Delete_TXT
TRX,SaoMartinho/SAP/Transactions/IntSAP_CrtlRecipe_Download,QUERY,SaoMartinho/SAP/Queries/IntSAP_CrtlRecipe_SEL_CRHE
TRX,SaoMartinho/SAP/Transactions/IntSAP_CrtlRecipe_Download,QUERY,SaoMartinho/SAP/Queries/IntSAP_CrtlRecipe_Insert_CRFT
TRX,SaoMartinho/SAP/Transactions/IntSAP_CrtlRecipe_Download,QUERY,SaoMartinho/SAP/Queries/IntSAP_CrtlRecipe_Insert_CRFV
TRX,SaoMartinho/SAP/Transactions/IntSAP_CrtlRecipe_Download,QUERY,SaoMartinho/SAP/Queries/IntSAP_CrtlRecipe_Update_CRHE
TRX,SaoMartinho/SAP/Transactions/IntSAP_CrtlRecipe_Download,QUERY,SaoMartinho/SAP/Queries/IntSAP_CrtlRecipe_Insert_CRHE
TRX,SaoMartinho/SAP/Transactions/IntSAP_CrtlRecipe_Download,CALL,SaoMartinho/SAP/Transactions/IntSAP_Characters_Decode
TRX,SaoMartinho/SAP/Transactions/IntSAP_CrtlRecipe_Download,QUERY,VERIF_TIPO_EXIST
TRX,SaoMartinho/SAP/Transactions/IntSAP_UpdateSequence,CALL,SaoMartinho/SAP/Transactions/IntSAP_Insumos_Manual
TRX,SaoMartinho/SAP/Transactions/IntSAP_UpdateSequence,CALL,METC/AP/EngineGranulometry
TRX,SaoMartinho/SAP/Transactions/IntSAP_UpdateSequence,QUERY,SaoMartinho/SAP/Queries/GetSchedStartOrderFixedQuery
TRX,SaoMartinho/SAP/Transactions/Get_Calendar,RFC,Z_SAP_ENVIA_CALENDARIO_XMII
TRX,SaoMartinho/SAP/Transactions/Get_Calendar,QUERY,SaoMartinho/SAP/Queries/Get_Calendar_UBV_SelectQuery
TRX,SaoMartinho/SAP/Transactions/Get_Calendar,QUERY,SaoMartinho/SAP/Queries/Get_Calendar_UBV_UpdateQuery
TRX,SaoMartinho/SAP/Transactions/Get_Calendar,QUERY,SaoMartinho/SAP/Queries/Get_Calendar_UBV_InsertQuery
TRX,SaoMartinho/SAP/Transactions/Get_Calendar,QUERY,SaoMartinho/SAP/Queries/Get_Calendar_NUBV_SelectQuery
TRX,SaoMartinho/SAP/Transactions/Get_Calendar,QUERY,SaoMartinho/SAP/Queries/Get_Calendar_NUBV_InsertQuery
TRX,SaoMartinho/SAP/Transactions/Get_Calendar,QUERY,SaoMartinho/SAP/Queries/Get_Calendar_NUBV_UpdateQuery
TRX,SaoMartinho/SAP/Transactions/Get_Calendar,QUERY,SaoMartinho/SAP/Queries/Get_Calendar_NUBV_SelectQuery
TRX,SaoMartinho/SAP/Transactions/Get_Calendar,QUERY,SaoMartinho/SAP/Queries/Get_Calendar_NUBV_UpdateQuery
TRX,SaoMartinho/SAP/Transactions/Get_Calendar,QUERY,SaoMartinho/SAP/Queries/Get_Calendar_NUBV_InsertQuery
