TYPE,SOURCE,EDGES,TARGET
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/SQC/Queries/ResultadosSelectQuery,SELECT,UBV_QUAL_JUSTIFICATIVA
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/SQC/Queries/ResultadosSelectQuery,SELECT,UBV_QUALIDADE
TQSQ,/SaoMartinho/SaoMartinho/Qualidade/SQC/Queries/ComboEquipamentoSelectQuery,SELECT,UBV_ANALISE
TQSQ,/SaoMartinho/SaoMartinho/WebService/Queries/WebService_Safra_Plano,SELECT,UBV_PLANO_SAFRA
TQSQ,/SaoMartinho/SaoMartinho/WebService/Queries/WebService_Safra_Real,SELECT,UBV_REAL_SAFRA
TRX,SaoMartinho/WebService/Transactions/WebServiceSafraPlanoTransaction,QUERY,SaoMartinho/WebService/Queries/WebService_Safra_Plano
TRX,SaoMartinho/WebService/Transactions/WebServiceSafraTransaction,QUERY,SaoMartinho/WebService/Queries/WebService_Safra_Real
TRX,SaoMartinho/INS/Transaction/TrxInsumos,QUERY,SaoMartinho/INS/Query/SqlMetricasInsumoFixedQuery
TRX,SaoMartinho/INS/Transaction/TrxInsumos,QUERY,SaoMartinho/INS/Query/SqlMetricasInsumoFixedQuery
TRX,SaoMartinho/INS/Transaction/TrxInsumos,QUERY,SaoMartinho/INS/Query/SqlMetricasInsumoFixedQuery
TRX,SaoMartinho/INS/Transaction/TrxInsumos,QUERY,SaoMartinho/INS/Query/SqlMetricasInsumoFixedQuery
TRX,SaoMartinho/INS/Transaction/TrxInsumos,QUERY,SaoMartinho/INS/Query/SqlMetricasInsumoFixedQuery
TRX,SaoMartinho/INS/Transaction/TrxInsumos,QUERY,SaoMartinho/INS/Query/SqlInfoSafraFixedQuery
TRX,SaoMartinho/INS/Transaction/TrxInsumos,QUERY,SaoMartinho/INS/Query/SqlInsumoFixedQuery
TRX,SaoMartinho/INS/Transaction/TrxInsumos,QUERY,SaoMartinho/INS/Query/SqlValoresInsumoFixedQuery
TRX,SaoMartinho/INS/Transaction/TrxInsumos,QUERY,SaoMartinho/INS/Query/SqlValoresInsumoFixedQuery
TRX,SaoMartinho/INS/Transaction/TrxInsumos,QUERY,SaoMartinho/INS/Query/SqlValoresInsumoFixedQuery
TRX,SaoMartinho/INS/Transaction/TrxMesSafra,QUERY,SaoMartinho/INS/Query/SqlAnoSafraFixedQuery
TRX,SaoMartinho/INS/Transaction/TrxExecScan,QUERY,SaoMartinho/INS/Query/SqlBuscaScanGroupsPorGruposFixedQuery
TRX,SaoMartinho/INS/Transaction/TrxExecScan,CALL,METC/AP/EngineGranulometry
TRX,SaoMartinho/INS/Transaction/TrxInsumosGrafico,QUERY,SaoMartinho/INS/Query/SqlMetricasInsumoGraficoSemanaFixedQuery
TRX,SaoMartinho/INS/Transaction/TrxInsumosGrafico,QUERY,SaoMartinho/INS/Query/SqlInfoSafraFixedQuery
TRX,SaoMartinho/INS/Transaction/TrxInsumosGrafico,QUERY,SaoMartinho/INS/Query/SqlMetricasInsumoGraficoDiaFixedQuery
TRX,SaoMartinho/INS/Transaction/TrxInsumosGrafico,CALL,SaoMartinho/global/Transactions/ComboTransaction
TRX,SaoMartinho/INS/Transaction/TrxInsumosGrafico,QUERY,SaoMartinho/INS/Query/SqlMetricasInsumoGraficoSemanaFixedQuery
TRX,SaoMartinho/INS/Transaction/TrxInsumosGrafico,CALL,SaoMartinho/global/Transactions/ComboTransaction
TRX,SaoMartinho/INS/Transaction/TrxInsumosApontamento,QUERY,SaoMartinho/INS/Query/SqlInsumoFixedQuery
TRX,SaoMartinho/INS/Transaction/TrxInsumosApontamento,QUERY,SaoMartinho/INS/Query/SqlValoresInsumoFixedQuery
TRX,SaoMartinho/INS/Transaction/TrxInsumosApontamento,QUERY,SaoMartinho/INS/Query/SqlValoresPrevistoAnteriorInsumoFixedQuery
TRX,SaoMartinho/INS/Transaction/TrxAtualizaInsumos,QUERY,SaoMartinho/INS/Query/SqlChecaExisteValorFixedQuery
TRX,SaoMartinho/INS/Transaction/TrxAtualizaInsumos,QUERY,SaoMartinho/INS/Query/SqlCommand
TQSQ,/SaoMartinho/SaoMartinho/INS/Query/SqlValoresInsumoFixedQuery,SELECT,UBV_VALORES_INSUMOS
TQSQ,/SaoMartinho/SaoMartinho/INS/Query/SqlValoresInsumoFixedQuery,SELECT,UBV_GRUPO_INSUMO
TQSQ,/SaoMartinho/SaoMartinho/INS/Query/SqlBuscaScanGroupsPorGruposFixedQuery,SELECT,METRICA.AP_METRICDEFINITIONS
TQSQ,/SaoMartinho/SaoMartinho/INS/Query/SqlBuscaScanGroupsPorGruposFixedQuery,SELECT,UBV_GRUPO_INSUMO
TQSQ,/SaoMartinho/SaoMartinho/INS/Query/SqlMetricasInsumoGraficoSemanaFixedQuery,SELECT,AP_METRICHISTORY
TQSQ,/SaoMartinho/SaoMartinho/INS/Query/SqlMetricasInsumoGraficoSemanaFixedQuery,SELECT,AP_METRICDEFINITIONS
TQSQ,/SaoMartinho/SaoMartinho/INS/Query/SqlMetricasInsumoGraficoSemanaFixedQuery,SELECT,MES_UNIDADEMEDIDA
TQSQ,/SaoMartinho/SaoMartinho/INS/Query/SqlChecaExisteValorFixedQuery,SELECT,UBV_VALORES_INSUMOS
TQSQ,/SaoMartinho/SaoMartinho/INS/Query/SqlGrupoInsumoFixedQuery,SELECT,UBV_GRUPO_INSUMO
TQSQ,/SaoMartinho/SaoMartinho/INS/Query/SqlMetricasInsumoGraficoDiaFixedQuery,SELECT,AP_METRICHISTORY
TQSQ,/SaoMartinho/SaoMartinho/INS/Query/SqlMetricasInsumoGraficoDiaFixedQuery,SELECT,AP_METRICDEFINITIONS
TQSQ,/SaoMartinho/SaoMartinho/INS/Query/SqlMetricasInsumoGraficoDiaFixedQuery,SELECT,MES_UNIDADEMEDIDA
TQSQ,/SaoMartinho/SaoMartinho/INS/Query/SqlMetricasInsumoFixedQuery,SELECT,AP_METRICHISTORY
TQSQ,/SaoMartinho/SaoMartinho/INS/Query/SqlMetricasInsumoFixedQuery,SELECT,AP_METRICDEFINITIONS
TQSQ,/SaoMartinho/SaoMartinho/INS/Query/SqlMetricasInsumoFixedQuery,SELECT,MES_UNIDADEMEDIDA
TQSQ,/SaoMartinho/SaoMartinho/INS/Query/SqlMetricasInsumoGraficoMesFixedQuery,SELECT,AP_METRICHISTORY
TQSQ,/SaoMartinho/SaoMartinho/INS/Query/SqlMetricasInsumoGraficoMesFixedQuery,SELECT,AP_METRICDEFINITIONS
TQSQ,/SaoMartinho/SaoMartinho/INS/Query/SqlMetricasInsumoGraficoMesFixedQuery,SELECT,MES_UNIDADEMEDIDA
TQXC,/SaoMartinho/SaoMartinho/INS/Query/XctInsumosGrafico,CALL,TrxInsumosGrafico
TQSQ,/SaoMartinho/SaoMartinho/INS/Query/SqlAnoSafraFixedQuery,SELECT,UBV_SAFRA_DATAS
TQSQ,/SaoMartinho/SaoMartinho/INS/Query/SqlInsumoFixedQuery,SELECT,UBV_GRUPO_INSUMO
TQSQ,/SaoMartinho/SaoMartinho/INS/Query/SqlValoresPrevistoAnteriorInsumoFixedQuery,SELECT,UBV_VALORES_INSUMOS
TQSQ,/SaoMartinho/SaoMartinho/INS/Query/SqlInfoSafraFixedQuery,SELECT,UBV_SAFRA_DATAS
TQXC,/SaoMartinho/SaoMartinho/VP/Queries/IndicadorXacuteQuery,CALL,GridTransaction
TRX,SaoMartinho/VP/Transactions/GridTransaction,QUERY,SaoMartinho/VP/Queries/IndicadoresSelectQuery
TQXC,/SaoMartinho/SaoMartinho/REL/Queries/XacuteRelatorioExterno,CALL,RelatorioExterno
TQXC,/SaoMartinho/SaoMartinho/REL/Queries/XacuteRelatorioIndustrial,CALL,trxRelatorioIndustrial
TQSQ,/SaoMartinho/SaoMartinho/REL/Queries/RendimentoFermentativoSelectQuery,SELECT,METRICA.AP_GRANULOMETRY
TQSQ,/SaoMartinho/SaoMartinho/REL/Queries/RendimentoFermentativoSelectQuery,SELECT,METRICA.AP_METRICDEFINITIONS
TQSQ,/SaoMartinho/SaoMartinho/REL/Queries/RendimentoFermentativoSelectQuery,SELECT,METRICA.AP_METRICHISTORY
TQSQ,/SaoMartinho/SaoMartinho/REL/Queries/MetricaBalancoARTSelectQuery,SELECT,METRICA.AP_GRANULOMETRY
TQSQ,/SaoMartinho/SaoMartinho/REL/Queries/MetricaBalancoARTSelectQuery,SELECT,METRICA.AP_METRICDEFINITIONS
TQSQ,/SaoMartinho/SaoMartinho/REL/Queries/MetricaBalancoARTSelectQuery,SELECT,METRICA.AP_METRICHISTORY
TQXC,/SaoMartinho/SaoMartinho/REL/Queries/RELBartARTXct,CALL,RELBartARTTrx
TRX,SaoMartinho/REL/Transactions/trxRelatorioIndustrial,QUERY,METC/AP/DATASET_LAB/LAB_UltimaAnaliseDia
TRX,SaoMartinho/REL/Transactions/trxRelatorioIndustrial,QUERY,SaoMartinho/global/Queries/connDefaultMetricaUSM
TRX,SaoMartinho/REL/Transactions/trxRelatorioIndustrial,QUERY,SaoMartinho/global/Queries/connDefaultUBV
TRX,SaoMartinho/REL/Transactions/RelatorioExterno,QUERY,INDICADORES
TRX,SaoMartinho/REL/Transactions/RelatorioExterno,QUERY,VALORES
TRX,SaoMartinho/REL/Transactions/RelatorioExterno,QUERY,VALORES3
TRX,SaoMartinho/REL/Transactions/RelatorioExterno,QUERY,VALORES2
TRX,SaoMartinho/REL/Transactions/RELBartARTTrx,QUERY,SaoMartinho/REL/Queries/MetricaBalancoARTSelectQuery
TRX,SaoMartinho/USM/PN/TRANSACTION/InsertPrevistos,QUERY,SaoMartinho/USM/PN/QUERY/InsertPrevistos
TRX,SaoMartinho/USM/PN/TRANSACTION/InsertPrevistos,QUERY,SaoMartinho/USM/PN/QUERY/SP_INSERIR_LOG
TRX,SaoMartinho/USM/PN/TRANSACTION/InsertPrevistos,QUERY,SaoMartinho/USM/PN/QUERY/SP_INSERIR_LOG
TRX,SaoMartinho/USM/PN/TRANSACTION/SincResultados1,QUERY,SaoMartinho/USM/PN/QUERY/SP_MANTER_GANALISE
TRX,SaoMartinho/USM/PN/TRANSACTION/SincResultados1,QUERY,SaoMartinho/USM/PN/QUERY/SP_INSERIR_MATERIAL
TRX,SaoMartinho/USM/PN/TRANSACTION/SincResultados1,QUERY,SaoMartinho/USM/PN/QUERY/SP_INSERIR_LCL_COLETA
TRX,SaoMartinho/USM/PN/TRANSACTION/SincResultados1,QUERY,SaoMartinho/USM/PN/QUERY/SP_INSERIR_TP_ANALISE
TRX,SaoMartinho/USM/PN/TRANSACTION/PainelUSMMetasTransaction,QUERY,SaoMartinho/USM/PN/QUERY/SP_SELECT_INDICADOR
TRX,SaoMartinho/USM/PN/TRANSACTION/PainelUSMMetasTransaction,QUERY,SaoMartinho/USM/PN/QUERY/SP_SELECT_PREVI_MOAGEM
TRX,SaoMartinho/USM/PN/TRANSACTION/PainelUSMMetasTransaction,QUERY,SaoMartinho/Qualidade/PN/Queries/PainelMetasECSelectQuery
TRX,SaoMartinho/USM/PN/TRANSACTION/PainelUSMMetasTransaction,QUERY,SaoMartinho/Qualidade/PN/Queries/PainelMetasECCurrentSelectQuery
TRX,SaoMartinho/USM/PN/TRANSACTION/PainelUSMMetasTransaction,QUERY,SaoMartinho/USM/PN/QUERY/EC_UIR
TRX,SaoMartinho/USM/PN/TRANSACTION/PainelUSMMetasTransaction,QUERY,SaoMartinho/USM/PN/QUERY/ED_USM
TRX,SaoMartinho/USM/PN/TRANSACTION/PainelUSMMetasTransaction,QUERY,SaoMartinho/USM/PN/QUERY/RT_USM
TRX,SaoMartinho/USM/PN/TRANSACTION/PainelUSMMetasTransaction,QUERY,SaoMartinho/USM/PN/QUERY/RT_UIR
TRX,SaoMartinho/USM/PN/TRANSACTION/PainelUSMMetasTransaction,QUERY,SaoMartinho/USM/PN/QUERY/EC_USC
TRX,SaoMartinho/USM/PN/TRANSACTION/PainelUSMMetasTransaction,QUERY,SaoMartinho/USM/PN/QUERY/RT_USC
TRX,SaoMartinho/USM/PN/TRANSACTION/PainelUSMMetasTransaction,QUERY,SaoMartinho/USM/PN/QUERY/SP_SELECT_INDICADOR
TRX,SaoMartinho/USM/PN/TRANSACTION/PainelUSMMetasTransaction,QUERY,SaoMartinho/USM/PN/QUERY/SP_SELECT_PREVI_MOAGEM
TRX,SaoMartinho/USM/PN/TRANSACTION/PainelUSMMetasTransaction,QUERY,SaoMartinho/Qualidade/PN/Queries/PainelMetasECSelectQuery
TRX,SaoMartinho/USM/PN/TRANSACTION/PainelUSMMetasTransaction,QUERY,SaoMartinho/Qualidade/PN/Queries/PainelMetasECCurrentSelectQuery
TRX,SaoMartinho/USM/PN/TRANSACTION/PainelUSMMetasTransaction,QUERY,SaoMartinho/USM/PN/QUERY/EC_UIR_DataSource
TRX,SaoMartinho/USM/PN/TRANSACTION/PainelUSMMetasTransaction,QUERY,SaoMartinho/USM/PN/QUERY/ED_USM
TRX,SaoMartinho/USM/PN/TRANSACTION/PainelUSMMetasTransaction,QUERY,SaoMartinho/USM/PN/QUERY/RT_USM
TRX,SaoMartinho/USM/PN/TRANSACTION/PainelUSMMetasTransaction,QUERY,SaoMartinho/USM/PN/QUERY/RT_UIR_DataSource
TRX,SaoMartinho/USM/PN/TRANSACTION/PainelUSMMetasTransaction,QUERY,SaoMartinho/USM/PN/QUERY/EC_USC_DataSource
TRX,SaoMartinho/USM/PN/TRANSACTION/PainelUSMMetasTransaction,QUERY,SaoMartinho/USM/PN/QUERY/RT_USC_DataSource
TRX,SaoMartinho/USM/PN/TRANSACTION/PainelUSMMetasTransaction,QUERY,SaoMartinho/USM/PN/QUERY/SP_SELECT_INDICADOR
TRX,SaoMartinho/USM/PN/TRANSACTION/PainelUSMMetasTransaction,QUERY,SaoMartinho/USM/PN/QUERY/SP_SELECT_PREVI_MOAGEM
TRX,SaoMartinho/USM/PN/TRANSACTION/PainelUSMMetasTransaction,QUERY,SaoMartinho/Qualidade/PN/Queries/PainelMetasECSelectQuery
TRX,SaoMartinho/USM/PN/TRANSACTION/PainelUSMMetasTransaction,QUERY,SaoMartinho/Qualidade/PN/Queries/PainelMetasECCurrentSelectQuery
TRX,SaoMartinho/USM/PN/TRANSACTION/PainelUSMMetasTransaction,QUERY,SaoMartinho/USM/PN/QUERY/EC_UIR
TRX,SaoMartinho/USM/PN/TRANSACTION/PainelUSMMetasTransaction,QUERY,SaoMartinho/USM/PN/QUERY/ED_USM
TRX,SaoMartinho/USM/PN/TRANSACTION/PainelUSMMetasTransaction,QUERY,SaoMartinho/USM/PN/QUERY/RT_USM
TRX,SaoMartinho/USM/PN/TRANSACTION/PainelUSMMetasTransaction,QUERY,SaoMartinho/USM/PN/QUERY/RT_UIR
TRX,SaoMartinho/USM/PN/TRANSACTION/PainelUSMMetasTransaction,QUERY,SaoMartinho/USM/PN/QUERY/EC_USC
TRX,SaoMartinho/USM/PN/TRANSACTION/PainelUSMMetasTransaction,QUERY,SaoMartinho/USM/PN/QUERY/RT_USC
TRX,SaoMartinho/USM/PN/TRANSACTION/LimpaLogPainel,QUERY,SaoMartinho/USM/PN/QUERY/SP_LIMPA_LOG
TRX,SaoMartinho/USM/PN/TRANSACTION/SincResultados,QUERY,SaoMartinho/USM/PN/QUERY/SP_MANTER_GANALISE
TRX,SaoMartinho/USM/PN/TRANSACTION/SincResultados,QUERY,SaoMartinho/USM/PN/QUERY/SP_INSERIR_MATERIAL
TRX,SaoMartinho/USM/PN/TRANSACTION/SincResultados,QUERY,SaoMartinho/USM/PN/QUERY/SP_INSERIR_LCL_COLETA
TRX,SaoMartinho/USM/PN/TRANSACTION/SincResultados,QUERY,SaoMartinho/USM/PN/QUERY/SP_INSERIR_TP_ANALISE
TRX,SaoMartinho/USM/PN/TRANSACTION/SincResultados,QUERY,SaoMartinho/USM/PN/QUERY/SP_INSERIR_ENSAIO
TRX,SaoMartinho/USM/PN/TRANSACTION/SincResultados,QUERY,SaoMartinho/USM/PN/QUERY/SP_SELECT_CARAC_TABELA
TRX,SaoMartinho/USM/PN/TRANSACTION/SincResultados,QUERY,SaoMartinho/USM/PN/QUERY/SP_INSERIR_RESULTADO
TRX,SaoMartinho/USM/PN/TRANSACTION/SincResultados,QUERY,SaoMartinho/USM/PN/QUERY/SP_INSERIR_LOG
TRX,SaoMartinho/USM/PN/TRANSACTION/SincResultados,QUERY,SaoMartinho/USM/PN/QUERY/SP_INSERIR_LOG
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/SP_LIMPA_LOG,PROC,PKG_USM_PAINEL.SP_LIMPA_LOG
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/SP_SELECT_GRUPO,PROC,PKG_USM_PAINEL.SP_SELECT_GRUPO
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/SP_SELECT_CARAC_TABELA,PROC,PKG_USM_PAINEL.SP_SELECT_CARAC_TABELA
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/PainelSetorSelectQuery,PROC,PKG_USM_PAINEL.SP_GET_PAINEL_SETOR
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/ED_USM,SELECT,PIMSCS.APT_CARGAS
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/SP_INSERIR_CARAC_AREA,PROC,PKG_USM_PAINEL.SP_INSERIR_CARAC_AREA
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/InsertPrevistos,PROC,PKG_USM_PAINEL.SP_INSERT_INDICADOR_PREVI
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/SP_SELECT_CARAC_AREA,PROC,PKG_USM_PAINEL.SP_SELECT_CARAC_AREA
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/SP_INSERIR_MATERIAL,PROC,PKG_USM_PAINEL.SP_INSERIR_MATERIAL
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/SP_USM_PAINEL_INSERT_SETOR,PROC,PKG_USM_PAINEL.SP_INSERT_SETOR
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/SP_SELECT_GRP_CARAC,PROC,PKG_USM_PAINEL.SP_SELECT_GRP_CARAC
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/SP_GET_PAINEL_AREA,PROC,PKG_USM_PAINEL.SP_GET_PAINEL_AREA
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/SP_INSERT_AREA,PROC,PKG_USM_PAINEL.SP_INSERT_AREA
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/SP_SELECT_ENSAIO_LIMITE,PROC,PKG_USM_PAINEL.SP_SELECT_ENSAIO_LIMITE
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/EC_USC_DataSource,SELECT,PIMSCS.APT_CARGAS
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/RT_UIR_DataSource,SELECT,PIMSIR.APT_CARGAS
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/SP_INSERIR_TP_ANALISE,PROC,PKG_USM_PAINEL.SP_INSERIR_TP_ANALISE
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/SP_SELECT_AREA_SETOR,PROC,PKG_USM_PAINEL.SP_SELECT_AREA_SETOR
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/SP_INSERIR_RESULTADO,PROC,PKG_USM_PAINEL.SP_INSERIR_RESULTADO
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/RT_USM,SELECT,APT_CARGAS
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/SP_DIRETRIZ_SELECT,PROC,PKG_USM_PAINEL.SP_SELECT_DIRETRIZ
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/EC_UIR,SELECT,PIMSIR.APT_CARGAS
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/SP_SELECT_PAINEL_CARAC,PROC,PKG_USM_PAINEL.SP_SELECT_PAINEL_CARAC
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/SP_SELECT_GRP_ANALISE,PROC,PKG_USM_PAINEL.SP_SELECT_GRP_ANALISE
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/SP_SELECT_ENSAIO_GRP,PROC,PKG_USM_PAINEL.SP_SELECT_ENSAIO_GRP
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/SP_DIRETRIZ_MANTER,PROC,PKG_USM_PAINEL.SP_UPDATE_DIRETRIZ
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/SP_SELECT_PAINEL_VALOR,PROC,PKG_USM_PAINEL.SP_SELECT_PAINEL_VALOR
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/SP_MANTER_GANALISE,PROC,PKG_USM_PAINEL.SP_MANTER_GANALISE
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/RT_UIR,SELECT,PIMSIR.APT_CARGAS
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/SP_SELECT_MATERIAL_AREA,PROC,PKG_USM_PAINEL.SP_SELECT_MATERIAL_AREA
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/EC_USC,SELECT,PIMSCS.APT_CARGAS
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/SP_SELECT_PAINEL_MATERIAL,PROC,PKG_USM_PAINEL.SP_SELECT_PAINEL_MATERIAL
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/SP_INSERIR_LCL_COLETA,PROC,PKG_USM_PAINEL.SP_INSERIR_LCL_COLETA
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/RT_USC_DataSource,SELECT,PIMSCS.APT_CARGAS
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/SP_INSERT_MATERIAL_AREA,PROC,PKG_USM_PAINEL.SP_INSERT_MATERIAL_AREA
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/SP_SELECT_INDICADOR,PROC,PKG_USM_PAINEL.SP_SELECT_INDICADOR
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/EC_UIR_DataSource,SELECT,PIMSIR.APT_CARGAS
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/RT_USC,SELECT,PIMSCS.APT_CARGAS
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/SP_SELECT_ENSAIO_AREA,PROC,PKG_USM_PAINEL.SP_SELECT_ENSAIO_AREA
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/SP_INSERT_ENSAIO_AREA,PROC,PKG_USM_PAINEL.SP_INSERT_ENSAIO_AREA
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/SP_INSERIR_LOG,PROC,PKG_USM_PAINEL.SP_INSERIR_LOG
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/SP_SELECT_PREVI_MOAGEM,PROC,PKG_USM_PAINEL.SP_SELECT_PREVI_MOAGEM
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/LISTA_LIMITES_PAINEL,SELECT,USM_PAINEL_MATERIAL
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/LISTA_LIMITES_PAINEL,SELECT,USM_PAINEL_LCL_COLETA
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/LISTA_LIMITES_PAINEL,SELECT,USM_PAINEL_TP_ANALISE
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/LISTA_LIMITES_PAINEL,SELECT,USM_PAINEL_ENSAIO
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/SP_UPDATE_LIMITE,PROC,PKG_USM_PAINEL.SP_UPDATE_LIMITE
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/SP_SELECT_COUNT_GRUPO,PROC,PKG_USM_PAINEL.SP_SELECT_COUNT_GRUPO
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/SP_INSERIR_ENSAIO,PROC,PKG_USM_PAINEL.SP_INSERIR_ENSAIO
TQSQ,/SaoMartinho/SaoMartinho/USM/PN/QUERY/SP_SELECT_MATERIAL_GRP_ANALISE,PROC,PKG_USM_PAINEL.SP_SELECT_MATERIAL_GRP_ANALISE
TRX,SaoMartinho/PTI/Transaction/GridGauge,QUERY,SQL_INDICADORES
TRX,SaoMartinho/PTI/Transaction/Chart_Relacao,QUERY,SQL
TRX,SaoMartinho/PTI/Transaction/Chart_Relacao,QUERY,SQL2
TRX,SaoMartinho/PTI/Transaction/Chart,QUERY,SQL
TQSQ,/SaoMartinho/SaoMartinho/PTI/Queries/SQL_INDICADORES,SELECT,UBV_PROD_TOTAL_CONFIG
TQXC,/SaoMartinho/SaoMartinho/PTI/Queries/Xct_Chart_Relacao,CALL,Chart_Relacao
TQXC,/SaoMartinho/SaoMartinho/PTI/Queries/XCT_GRID_GAUGES,CALL,GridGauge
TQSQ,/SaoMartinho/SaoMartinho/PTI/Queries/SQL_PLAN_METAS,SELECT,UBVISTA.UBV_PLANO_SAFRA
TQXC,/SaoMartinho/SaoMartinho/PTI/Queries/Xct_Chart,CALL,Chart
TQSQ,/SaoMartinho/SaoMartinho/DE/Queries/DEValorVariaveisSelectQuery,SELECT,UBV_DE_VALORES
TQSQ,/SaoMartinho/SaoMartinho/DE/Queries/DEVariavelDeleteQuery,DELETE,UBV_DE_VARIAVEIS
TQSQ,/SaoMartinho/SaoMartinho/DE/Queries/DEValorDeleteQuery,DELETE,UBV_DE_VALORES
TQSQ,/SaoMartinho/SaoMartinho/DE/Queries/DEValoresVariavelDeleteQuery,DELETE,UBV_DE_VALORES
TQSQ,/SaoMartinho/SaoMartinho/DE/Queries/DEVariavelSelectQuery,SELECT,UBV_DE_VARIAVEIS
TQSQ,/SaoMartinho/SaoMartinho/DE/Queries/DEVariavelUpdateQuery,UPDATE,UBV_DE_VARIAVEIS
TQSQ,/SaoMartinho/SaoMartinho/DE/Queries/DEVariavelInsertQuery,INSERT,UBV_DE_VARIAVEIS
TQSQ,/SaoMartinho/SaoMartinho/DE/Queries/DESelectQuery,SELECT,UBV_DE_VARIAVEIS
TQSQ,/SaoMartinho/SaoMartinho/DE/Queries/DEValorInsertQuery,INSERT,UBV_DE_VALORES
TQSQ,/SaoMartinho/SaoMartinho/DE/Queries/DEValorUpdateQuery,UPDATE,UBV_DE_VALORES
TQSQ,/SaoMartinho/SaoMartinho/DE/Queries/DEFrequenciaSelectQuery,SELECT,UBV_DE_VARIAVEIS
TQSQ,/SaoMartinho/SaoMartinho/DE/Queries/DEUnidadeMedidaSelectQuery,SELECT,UBV_DE_VARIAVEIS
TRX,SaoMartinho/EF/Transaction/Relatorio,QUERY,SaoMartinho/EF/Query/ApontamentoRelatorioSelectQuery
TRX,SaoMartinho/EF/Transaction/Relatorio,QUERY,SaoMartinho/EF/Query/ObservacoesSelectQuery
TRX,SaoMartinho/EF/Transaction/CategoriaCommand,QUERY,Command
TRX,SaoMartinho/EF/Transaction/SubCategoriaCommand,QUERY,Command
TRX,SaoMartinho/EF/Transaction/EquipamentoCommand,QUERY,Command
TRX,SaoMartinho/EF/Transaction/ApontamentoCommand,QUERY,Command
TQSQ,/SaoMartinho/SaoMartinho/EF/Query/ApontamentoInsertQuery,INSERT,MII_HISTORICO_EQUIPAMENTO
TQSQ,/SaoMartinho/SaoMartinho/EF/Query/EquipamentoDeleteQuery,DELETE,MII_EQUIPAMENTO
TQSQ,/SaoMartinho/SaoMartinho/EF/Query/ApontamentoUpdateQuery,UPDATE,MII_HISTORICO_EQUIPAMENTO
