SOURCE_TYPE,SOURCE_NAME,EDGES,TARGET_TYPE,TARGET_NAME
TQSQ,PlanoRelatorioMetricasHistoricoDiaSelectQuery,SELECT,TABLE,METRICA.AP_INDIC_FORMULA
TQSQ,PainelMetasMetricSelectQuery,SELECT,TABLE,METRICA.MES_UNIDADEMEDIDA
TQSQ,PainelMetasMetricSelectQuery,SELECT,TABLE,UBVISTA.UBV_PLANO_SAFRA
TQSQ,PainelMetasMetricSelectQuery,SELECT,TABLE,METRICA.AP_METRICDEFINITIONS
TQXC,GraficoProjecaoXacuteQuery,CALL,TRX,GraficoProjecaoTransaction
TQXC,RelatorioXacuteQuery,CALL,TRX,RelatorioTransaction
TQSQ,RelatorioMetricasHistoricoSemanaSelectQuery,SELECT,TABLE,METRICA.AP_METRICHISTORY
TQSQ,RelatorioMetricasHistoricoSemanaSelectQuery,SELECT,TABLE,METRICA.AP_METRICDEFINITIONS
TQSQ,RelatorioMetricasHistoricoSemanaSelectQuery,SELECT,TABLE,METRICA.AP_INDIC_FORMULA
TQSQ,InsumosPrevisto,SELECT,TABLE,UBV_MATERIAL_INSUMOS
TQSQ,InsumosPrevisto,SELECT,TABLE,UBV_INSUMOS_PREVISTO
TQSQ,GraficoProjecaoMetricasDadosSelectQuery,SELECT,TABLE,METRICA.AP_METRICDEFINITIONS
TQSQ,GraficoProjecaoMetricasDadosSelectQuery,SELECT,TABLE,METRICA.MES_UNIDADEMEDIDA
TQXC,GraficoHistoricoXacuteQuery,CALL,TRX,GraficoHistoricoTransaction
TQSQ,RelatorioMetricasHistoricoMesSelectQuery,SELECT,TABLE,METRICA.AP_METRICHISTORY
TQSQ,RelatorioMetricasHistoricoMesSelectQuery,SELECT,TABLE,METRICA.AP_METRICDEFINITIONS
TQSQ,RelatorioMetricasHistoricoMesSelectQuery,SELECT,TABLE,METRICA.AP_INDIC_FORMULA
TQSQ,GraficoProjecaoMetricasSelectQuery,SELECT,TABLE,METRICA.AP_METRICHISTORY
TQSQ,RelatorioMetricasHistoricoDiaSelectQuery,SELECT,TABLE,METRICA.AP_METRICHISTORY
TQSQ,RelatorioMetricasHistoricoDiaSelectQuery,SELECT,TABLE,METRICA.AP_METRICDEFINITIONS
TQSQ,RelatorioMetricasHistoricoDiaSelectQuery,SELECT,TABLE,METRICA.AP_INDIC_FORMULA
TQSQ,RelatorioMetricasSelectQuery,SELECT,TABLE,METRICA.AP_METRICHISTORY
TQSQ,RelatorioMetricasSelectQuery,SELECT,TABLE,METRICA.AP_DASH_METRICA
TQSQ,RelatorioMetricasSelectQuery,SELECT,TABLE,METRICA.AP_METRICDEFINITIONS
TQSQ,RelatorioMetricasSelectQuery,SELECT,TABLE,METRICA.MES_UNIDADEMEDIDA
TQSQ,RelatorioMetricasSelectQuery,SELECT,TABLE,METRICA.AP_INDIC_FORMULA
TRX,GraficoProjecaoTransaction,CALL,TRX,ComboTransaction
TRX,GraficoProjecaoTransaction,QUERY,TQSQ,GraficoProjecaoMetricasSelectQuery
TRX,GraficoProjecaoTransaction,QUERY,TQSQ,GraficoProjecaoMetricasDadosSelectQuery
TRX,GraficoProjecaoTransaction,CALL,TRX,RelatorioTransaction
TRX,GraficoProjecaoTransaction,CALL,TRX,SafraInfoTransaction
TRX,GraficoHistoricoTransaction,CALL,TRX,RelatorioTransaction
TRX,GraficoHistoricoTransaction,CALL,TRX,ComboTransaction
TRX,GraficoHistoricoTransaction,CALL,TRX,SafraInfoTransaction
TRX,RelatorioTransaction,QUERY,TQSQ,RelatorioMetricasSelectQuery
TRX,RelatorioTransaction,CALL,TRX,SafraInfoTransaction
TRX,RelatorioTransaction,CALL,TRX,PlanoFormulaTransaction
TRX,RelatorioTransaction,QUERY,TQSQ,InsumosPrevisto
TRX,RelatorioTransaction,QUERY,TQSQ,BuscaVersaoPrevistoMetaSelectQuery
TQSQ,MonitorDigitacaoQuery,SELECT,TABLE,UBV_AREA
TQSQ,MonitorDigitacaoQuery,SELECT,TABLE,UBV_MATERIAL
TQSQ,MonitorDigitacaoQuery,SELECT,TABLE,UBV_EQUIPAMENTO
TQSQ,MonitorDigitacaoQuery,SELECT,TABLE,UBV_LOCAL_AMOSTRA
TQSQ,MonitorDigitacaoQuery,SELECT,TABLE,UBV_CARACTERISTICA
TQSQ,MonitorDigitacaoQuery,SELECT,TABLE,UBV_TIPO_ANALISE
TQSQ,MonitorDigitacaoQuery,SELECT,TABLE,UBV_QUALIDADE
TQSQ,MonitorDigitacaoQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,AnaliseForaSelectQuery,SELECT,TABLE,UBV_AREA
TQSQ,AnaliseForaSelectQuery,SELECT,TABLE,UBV_MATERIAL
TQSQ,AnaliseForaSelectQuery,SELECT,TABLE,UBV_LOCAL_AMOSTRA
TQSQ,AnaliseForaSelectQuery,SELECT,TABLE,UBV_EQUIPAMENTO
TQSQ,AnaliseForaSelectQuery,SELECT,TABLE,UBV_TIPO_ANALISE
TQSQ,AnaliseForaSelectQuery,SELECT,TABLE,UBV_CARACTERISTICA
TQSQ,AnaliseForaSelectQuery,SELECT,TABLE,UBV_QUALIDADE
TQSQ,AnaliseForaSelectQuery,SELECT,TABLE,UBV_ENSAIO
TQSQ,AnaliseForaSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,CaracteristicaSelectQuery,SELECT,TABLE,UBV_CARACTERISTICA
TQSQ,AnaliseForaPrintQuery,SELECT,TABLE,UBV_AREA
TQSQ,AnaliseForaPrintQuery,SELECT,TABLE,UBV_MATERIAL
TQSQ,AnaliseForaPrintQuery,SELECT,TABLE,UBV_LOCAL_AMOSTRA
TQSQ,AnaliseForaPrintQuery,SELECT,TABLE,UBV_EQUIPAMENTO
TQSQ,AnaliseForaPrintQuery,SELECT,TABLE,UBV_TIPO_ANALISE
TQSQ,AnaliseForaPrintQuery,SELECT,TABLE,UBV_CARACTERISTICA
TQSQ,AnaliseForaPrintQuery,SELECT,TABLE,UBV_QUALIDADE
TQSQ,AnaliseForaPrintQuery,SELECT,TABLE,UBV_ENSAIO
TQSQ,AnaliseForaPrintQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,DesviosTurnoSelectQuery,SELECT,TABLE,TAB_USUARIO
TQSQ,DesviosTurnoSelectQuery,SELECT,TABLE,UBV_QUAL_JUSTIFICATIVA
TQSQ,DesviosTurnoSelectQuery,SELECT,TABLE,UBV_EQUIPAMENTO_MATERIAL
TQXC,ExcelExportXacuteQuery,CALL,TRX,ExcelExport
TQSQ,AnaliseValorSelectQueryNovo,SELECT,TABLE,UBV_QUALIDADE
TQSQ,AnaliseValorSelectQueryNovo,SELECT,TABLE,UBV_ENSAIO
TQSQ,AnaliseValorSelectQueryNovo,SELECT,TABLE,UBV_CARACTERISTICA
TQSQ,AnaliseValorSelectQueryNovo,SELECT,TABLE,UBV_ANALISE
TQSQ,AnaliseValorSelectQueryNovo,SELECT,TABLE,UBV_LOCAL_AMOSTRA
TQSQ,AnaliseValorSelectQueryNovo,SELECT,TABLE,UBV_EQUIPAMENTO_MATERIAL
TQSQ,AnaliseValorSelectQueryNovo,SELECT,TABLE,UBV_EQUIPAMENTO
TQSQ,AnaliseValorSelectQueryNovo,SELECT,TABLE,UBV_TIPO_ANALISE
TQSQ,AnaliseValorSelectQueryNovo,SELECT,TABLE,UBV_MATERIAL
TQSQ,AnaliseValorSelectQueryNovo,SELECT,TABLE,UBV_AREA
TQSQ,AnaliseValorSelectQueryNovo,SELECT,TABLE,UBV_UNIDADE_MEDIDA
TQSQ,EnsaiosObservacoesSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,EnsaiosObservacoesSelectQuery,SELECT,TABLE,UBV_QUAL_DESVIO_SUBCATEGORIA
TQSQ,AnaliseSelectQuery,SELECT,TABLE,UBV_QUALIDADE
TQSQ,AnaliseSelectQuery,SELECT,TABLE,UBV_CARACTERISTICA
TQSQ,AnaliseSelectQuery,SELECT,TABLE,UBV_ENSAIO
TQSQ,AnaliseSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,AnaliseSelectQuery,SELECT,TABLE,UBV_UNIDADE_MEDIDA
TQSQ,AnaliseSelectQuery,SELECT,TABLE,UBV_EQUIPAMENTO
TQSQ,AnaliseSelectQuery,SELECT,TABLE,UBV_LOCAL_AMOSTRA
TQSQ,AnaliseSelectQuery,SELECT,TABLE,UBV_TIPO_ANALISE
TQSQ,AnaliseSelectQuery,SELECT,TABLE,UBV_AREA
TQSQ,AnaliseSelectQuery,SELECT,TABLE,UBV_MATERIAL
TQSQ,AnaliseGraficoSelectQuery,SELECT,TABLE,UBV_QUALIDADE
TQSQ,AnaliseGraficoSelectQuery,SELECT,TABLE,UBV_CARACTERISTICA
TQSQ,AnaliseGraficoSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,EDEnsaiosObservacoesSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,AnaliseValorSelectQuery,SELECT,TABLE,UBV_QUALIDADE
TQSQ,AnaliseValorSelectQuery,SELECT,TABLE,UBV_CARACTERISTICA
TQSQ,AnaliseValorSelectQuery,SELECT,TABLE,UBV_ENSAIO
TQSQ,AnaliseValorSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,AnaliseValorSelectQuery,SELECT,TABLE,UBV_UNIDADE_MEDIDA
TQXC,AnaliseGraficoXacuteQuery,CALL,TRX,AnaliseGraficoTransaction
TQSQ,AnaliseHorasSelectQuery,SELECT,TABLE,UBV_QUALIDADE
TQSQ,AnaliseHorasSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,AnaliseHorasSelectQueryNovo,SELECT,TABLE,UBV_QUALIDADE
TQSQ,AnaliseHorasSelectQueryNovo,SELECT,TABLE,UBV_ANALISE
TQXC,AnaliseRelatoriosXacuteQuery,CALL,TRX,AnaliseRelatoriosTransaction
TRX,DesviosTurnosSendMail,QUERY,TQSQ,DesviosTurnoSelectQuery
TRX,DesviosTurnosSendMail,QUERY,TQSQ,GetTurnoFixedQuery
TRX,AnaliseGraficoTransaction,QUERY,TQSQ,AnaliseHorasSelectQuery
TRX,AnaliseGraficoTransaction,QUERY,TQSQ,AnaliseGraficoSelectQuery
TRX,AnaliseRelatoriosTransaction,QUERY,TQSQ,AnaliseSelectQuery
TRX,DesviosTurnosTransaction,QUERY,TQSQ,DesviosTurnoSelectQuery
TRX,DesviosTurnosTransaction,QUERY,TQSQ,GetTurnoFixedQuery
TRX,DesviosTurnoTransaction,QUERY,TQSQ,DesviosTurnoSelectQuery
TRX,DesviosTurnoTransaction,QUERY,TQSQ,GetTurnoFixedQuery
TRX,GetDataFromLIMSFile,QUERY,TQSQ,UpsertDadosLIMSCommand
TRX,GetDataFromLIMSFile,QUERY,TQSQ,InsLogCommand
TRX,ContentSaving,QUERY,TQSQ,UpsertCodigoCommand
TRX,ContentSaving,QUERY,TQSQ,GetIdLIMS_FixedQuery
TQSQ,GetIdLIMS_FixedQuery,SELECT,TABLE,UBV_ENSAIO_CONFIG
TQSQ,GetDataImportSelectQuery,SELECT,TABLE,UBV_DADOS_LIMS
TQSQ,GetDataImportSelectQuery,SELECT,TABLE,UBV_ENSAIO_CONFIG
TQSQ,GetDataImportSelectQuery,SELECT,TABLE,UBV_CARACTERISTICA
TQSQ,GetLocalByAreaMaterialEquip_SelectQuery,SELECT,TABLE,UBV_LOCAL_AMOSTRA
TQSQ,GetMaterialByArea_SelectQuery,SELECT,TABLE,UBV_MATERIAL
TQSQ,GetTipoByAreaMaterialEquipLocal_SelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,GetTipoByAreaMaterialEquipLocal_SelectQuery,SELECT,TABLE,UBV_VIGENCIA
TQSQ,GetTipoByAreaMaterialEquipLocal_SelectQuery,SELECT,TABLE,UBV_TIPO_ANALISE
TQSQ,GetEnsaiosByAmostra_SelectQuery,SELECT,TABLE,UBV_ENSAIO
TQSQ,GetEnsaiosByAmostra_SelectQuery,SELECT,TABLE,UBV_CARACTERISTICA
TQSQ,GetEnsaiosByAmostra_SelectQuery,SELECT,TABLE,UBV_ENSAIO_CONFIG
TQSQ,GetConfig_SelectQuery,SELECT,TABLE,UBV_ENSAIO_CONFIG
TQSQ,GetConfig_SelectQuery,SELECT,TABLE,UBV_CARACTERISTICA
TQSQ,GetConfig_SelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,GetConfig_SelectQuery,SELECT,TABLE,UBV_TIPO_ANALISE
TQSQ,GetConfig_SelectQuery,SELECT,TABLE,UBV_LOCAL_AMOSTRA
TQSQ,GetConfig_SelectQuery,SELECT,TABLE,UBV_EQUIPAMENTO
TQSQ,GetConfig_SelectQuery,SELECT,TABLE,UBV_MATERIAL
TQSQ,GetConfig_SelectQuery,SELECT,TABLE,UBV_AREA
TQSQ,InsLogCommand,INSERT,TABLE,UBV_DADOS_LIMS_LOG
TQSQ,GetEquipamentByAreaMaterial_SelectQuery,SELECT,TABLE,UBV_EQUIPAMENTO_MATERIAL
TQSQ,GetEquipamentByAreaMaterial_SelectQuery,SELECT,TABLE,UBV_EQUIPAMENTO
TRX,PonderacaoTransaction,QUERY,TQSQ,AnalisesSelectQuery
TQSQ,AnalisesTagSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,AnalisesSelectQuery,SELECT,TABLE,UBV_QUALIDADE
TQXC,PonderacaoXacuteQuery,CALL,TRX,PonderacaoTransaction
TQSQ,TagsSelectQuery,SELECT,TABLE,UBV_ENSAIO_TAG
TQSQ,EDInsertCheckSelectQuery,SELECT,TABLE,UBV_QUALIDADE
TQSQ,EDUpdateValor,UPDATE,TABLE,UBV_QUALIDADE
TQSQ,EDValidacaoTurnoSelectQuery,SELECT,TABLE,TAB_USUARIO
TQSQ,EDValidacaoTurnoSelectQuery,SELECT,TABLE,UBV_QUAL_JUSTIFICATIVA
TQSQ,EDValidacaoTurnoSelectQuery,SELECT,TABLE,UBV_EQUIPAMENTO_MATERIAL
TQSQ,EDEmailsTurnoUpdateQuery,UPDATE,TABLE,UBV_TURNO
TQSQ,EDEmailsTurnoSelectQuery,SELECT,TABLE,UBV_TURNO
TQSQ,EDQualSubCategoriaSelectQuery,SELECT,TABLE,UBV_QUAL_DESVIO_SUBCATEGORIA
TQSQ,EDQualSubCategoriaUpdateQuery,UPDATE,TABLE,UBV_QUAL_DESVIO_SUBCATEGORIA
TQSQ,EDQualSubCategoriaInsertQuery,INSERT,TABLE,UBV_QUAL_DESVIO_SUBCATEGORIA
TQSQ,EDIdUsuarioSelectQuery,SELECT,TABLE,TAB_USUARIO
TQSQ,EDUpdateUsuario2,UPDATE,TABLE,UBV_QUALIDADE
TQSQ,EDHoraValorSelectQuery,SELECT,TABLE,UBV_QUALIDADE
TQSQ,EDHoraValorSelectQuery,SELECT,TABLE,UBV_ENSAIO
TQSQ,EDHoraValorSelectQuery,SELECT,TABLE,TAB_USUARIO
TQSQ,EDDeleteQuery,PROC,PROC,PKG_LABORATORIO.SP_DELETE_QUALIDADE
TQSQ,EDDeleteLogQuery,DELETE,TABLE,UBV_LOG
TQSQ,EDQualCategoriaDeleteQuery,DELETE,TABLE,UBV_QUAL_DESVIO_CATEGORIA
TQXC,EDQualSubCategoriaXacuteQuery,CALL,TRX,EDQualSubCategoriaTransaction
TQSQ,EDVariavelSelectQuery,SELECT,TABLE,UBV_VARIAVEL
TQSQ,EDVariavelSelectQuery,SELECT,TABLE,UBV_FORMULA_VARIAVEL
TQSQ,EDVariavelSelectQuery,SELECT,TABLE,UBV_FORMULA
TQSQ,EDDashboardDesviosGraficoExplodirSelectQuery,SELECT,TABLE,UBV_QUALIDADE
TQSQ,EDUpdateValor2,PROC,PROC,PKG_LABORATORIO.SP_UPDATE_QUALIDADE
TQSQ,EDInsertUsuarioQuery,INSERT,TABLE,TAB_USUARIO
TQSQ,InsertMetricValue,INSERT,TABLE,AP_METRICHISTORY
TQSQ,EDEnsaiosSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,EDEnsaiosSelectQuery,SELECT,TABLE,UBV_CARACTERISTICA
TQSQ,EDEnsaiosSelectQuery,SELECT,TABLE,UBV_UNIDADE_MEDIDA
TQSQ,EDEnsaiosSelectQuery,SELECT,TABLE,UBV_ENSAIO
TQSQ,EDEnsaiosSelectQuery,SELECT,TABLE,UBV_FORMULA
TQSQ,EDEnsaiosSelectQuery,SELECT,TABLE,UBV_VIGENCIA_ENSAIO
TQSQ,EDEnsaiosObservacoesSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,SelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,SelectQuery,SELECT,TABLE,UBV_CARACTERISTICA
TQSQ,SelectQuery,SELECT,TABLE,UBV_UNIDADE_MEDIDA
TQSQ,SelectQuery,SELECT,TABLE,UBV_QUALIDADE
TQSQ,SelectQuery,SELECT,TABLE,UBV_ENSAIO
TQSQ,SelectQuery,SELECT,TABLE,UBV_FORMULA
TQSQ,EDRelatorioDiaSelectQuery,SELECT,TABLE,UBV_QUALIDADE
TQSQ,EDRelatorioDiaSelectQuery,SELECT,TABLE,TAB_USUARIO
TQSQ,EDRelatorioDiaSelectQuery,SELECT,TABLE,UBV_CARACTERISTICA
TQSQ,EDRelatorioDiaSelectQuery,SELECT,TABLE,UBV_MATERIAL
TQSQ,EDRelatorioDiaSelectQuery,SELECT,TABLE,UBV_EQUIPAMENTO_MATERIAL
TQSQ,EDRelatorioDiaSelectQuery,SELECT,TABLE,UBV_EQUIPAMENTO
TQSQ,EDRelatorioDiaSelectQuery,SELECT,TABLE,UBV_AREA
TQSQ,EDRelatorioDiaSelectQuery,SELECT,TABLE,UBV_LOCAL_AMOSTRA
TQSQ,EDRelatorioDiaSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,EDRelatorioDiaSelectQuery,SELECT,TABLE,UBV_TIPO_ANALISE
TQSQ,EDRelatorioDiaSelectQuery,SELECT,TABLE,UBV_ENSAIO
TQSQ,RDMediaSelectQuery,SELECT,TABLE,UBV_EQUIPAMENTO_MATERIAL
TQXC,EDInsertXacuteQuery,CALL,TRX,INSERT_QUALITY
TQXC,RetornaData,CALL,TRX,RETORNA_DATA
TQSQ,EDQualSubCategoriaBrowserSelectQuery,SELECT,TABLE,UBV_QUAL_DESVIO_SUBCATEGORIA
TQSQ,EDInsertLog,INSERT,TABLE,UBV_LOG
TQSQ,EDQualSubCategoriaDeleteQuery,DELETE,TABLE,UBV_QUAL_DESVIO_SUBCATEGORIA
TQXC,EDQualCategoriaXacuteQuery,CALL,TRX,EDQualCategoriaTransaction
TQSQ,EDDashboardDesviosGraficoSelectQuery,SELECT,TABLE,UBV_QUALIDADE
TQSQ,EDUpdateUsuario,UPDATE,TABLE,UBV_QUALIDADE
TQSQ,TurnoSelectQuery,SELECT,TABLE,UBV_TURNO
TQSQ,EDDashboardDesviosSelectQuery,SELECT,TABLE,UBV_EQUIPAMENTO_MATERIAL
TQSQ,EDRelatorioDia2SelectQuery,SELECT,TABLE,TAB_USUARIO
TQSQ,EDRelatorioDia2SelectQuery,SELECT,TABLE,UBV_QUAL_JUSTIFICATIVA
TQSQ,EDRelatorioDia2SelectQuery,SELECT,TABLE,UBV_EQUIPAMENTO_MATERIAL
TQSQ,EDRelatorioDia2SelectQuery,SELECT,TABLE,UBV_QUAL_DESVIO_SUBCATEGORIA
TQSQ,EDRelatorioDia2SelectQuery,SELECT,TABLE,UBV_QUAL_DESVIO_CATEGORIA
TQSQ,EDQualCategoriaUpdateQuery,UPDATE,TABLE,UBV_QUAL_DESVIO_CATEGORIA
TQSQ,EDQualCategoriaSelectQuery,SELECT,TABLE,UBV_QUAL_DESVIO_CATEGORIA
TQSQ,EDQualCategoriaInsertQuery,INSERT,TABLE,UBV_QUAL_DESVIO_CATEGORIA
TQSQ,EDMediaSelectQuery,SELECT,TABLE,UBV_CARACTERISTICA
TQSQ,EDMediaSelectQuery,SELECT,TABLE,UBV_ENSAIO
TQSQ,EDMediaSelectQuery,SELECT,TABLE,UBV_QUALIDADE
TQSQ,EDMediaSelectQuery,SELECT,TABLE,UBV_UNIDADE_MEDIDA
TQSQ,EDMediaSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,EDInsert,PROC,PROC,PKG_LABORATORIO.SP_INSERT_QUALIDADE
TQSQ,EDValidacaoSelectQuery,SELECT,TABLE,UBV_QUALIDADE
TRX,EDQualSubCategoriaTransaction,QUERY,TQSQ,EDQualSubCategoriaInsertQuery
TRX,EDQualSubCategoriaTransaction,QUERY,TQSQ,EDQualSubCategoriaUpdateQuery
TRX,EDQualSubCategoriaTransaction,QUERY,TQSQ,EDQualSubCategoriaDeleteQuery
TRX,INSERT_QUALITY,QUERY,TQSQ,EDInsertCheckSelectQuery
TRX,INSERT_QUALITY,QUERY,TQSQ,EDInsert
TRX,EDQualCategoriaTransaction,QUERY,TQSQ,EDQualCategoriaInsertQuery
TRX,EDQualCategoriaTransaction,QUERY,TQSQ,EDQualCategoriaUpdateQuery
TRX,EDQualCategoriaTransaction,QUERY,TQSQ,EDQualCategoriaDeleteQuery
TRX,APROVA_AUTOMATICO,QUERY,TQSQ,TurnoSelectQuery
TRX,APROVA_AUTOMATICO,QUERY,TQSQ,EDUpdateUsuario
TQSQ,ComboTipoSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,ComboTipoSelectQuery,SELECT,TABLE,UBV_TIPO_ANALISE
TQSQ,ComboTipoSelectQuery,SELECT,TABLE,UBV_VIGENCIA
TQXC,GetTagCheckXct,CALL,TRX,GetTagCheck
TQSQ,ComboMaterialSelectQuery,SELECT,TABLE,UBV_AREA
TQSQ,ComboMaterialSelectQuery,SELECT,TABLE,UBV_MATERIAL
TQSQ,ComboMaterialSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,TagEnsaioSelectQuery,SELECT,TABLE,UBV_AREA
TQSQ,TagEnsaioSelectQuery,SELECT,TABLE,UBV_MATERIAL
TQSQ,TagEnsaioSelectQuery,SELECT,TABLE,UBV_LOCAL_AMOSTRA
TQSQ,TagEnsaioSelectQuery,SELECT,TABLE,UBV_EQUIPAMENTO
TQSQ,TagEnsaioSelectQuery,SELECT,TABLE,UBV_TIPO_ANALISE
TQSQ,TagEnsaioSelectQuery,SELECT,TABLE,UBV_CARACTERISTICA
TQSQ,TagEnsaioSelectQuery,SELECT,TABLE,UBV_TAG_ENSAIO
TQSQ,TagEnsaioSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,TagEnsaioUpdateQuery,UPDATE,TABLE,UBV_TAG_ENSAIO
TQSQ,TagEnsaioInsertQuery,INSERT,TABLE,UBV_TAG_ENSAIOID_AMOST
TQSQ,ComboEquipamentoSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,SP_Cadastro_Material,PROC,PROC,PKG_PAINEL_ANALITICO.SP_CADASTROMATERIAL
TQSQ,PainelMaterialSelectQuery,SELECT,TABLE,UBV_MATERIAL
TQSQ,PainelMaterialSelectQuery,SELECT,TABLE,UBV_PAINEL_MATERIAL_SUBGRUPO
TQSQ,AreaBrowserSelectQuery,SELECT,TABLE,UBV_AREA
TQXC,PainelMetasXacuteQuery,CALL,TRX,PainelMetasTransaction
TQSQ,PainelGrupoSelectQuery,SELECT,TABLE,UBV_PAINEL_GRUPO
TQSQ,SP_Cadastro_Caracteristica,PROC,PROC,PKG_PAINEL_ANALITICO.SP_CADASTROCARACTERISTICA
TQSQ,MaterialSubgrupoBrowserSelectQuery,SELECT,TABLE,UBV_MATERIAL
TQSQ,MaterialSubgrupoBrowserSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,PainelEnsaioIDSelectQuery,SELECT,TABLE,UBV_PAINEL_ENSAIO
TQSQ,PainelEnsaioSelectQuery,SELECT,TABLE,UBV_EQUIPAMENTO
TQSQ,PainelEnsaioSelectQuery,SELECT,TABLE,UBV_LOCAL_AMOSTRA
TQSQ,PainelEnsaioSelectQuery,SELECT,TABLE,UBV_TIPO_ANALISE
TQSQ,PainelEnsaioSelectQuery,SELECT,TABLE,UBV_PAINEL_ENSAIO
TQSQ,PainelEnsaioSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,PainelMetasECCurrentSelectQuery,SELECT,TABLE,PIMSCS.APT_CARGAS
TQSQ,PainelSubGrupoSelectQuery,SELECT,TABLE,UBV_AREA
TQSQ,PainelSubGrupoSelectQuery,SELECT,TABLE,UBV_PAINEL_SUBGRUPO
TQSQ,PainelAreaCaracSelectQuery,SELECT,TABLE,UBV_CARACTERISTICA
TQSQ,PainelQualidadeValorSelectQuery,SELECT,TABLE,UBV_QUALIDADE
TQSQ,PainelQualidadeValorSelectQuery,SELECT,TABLE,UBV_ENSAIO
TQSQ,SP_Cadastro_Ensaio,PROC,PROC,PKG_PAINEL_ANALITICO.SP_CADASTROENSAIO
TQSQ,SP_Cadastro_Grupo,PROC,PROC,PKG_PAINEL_ANALITICO.SP_CADASTROGRUPO
TQSQ,EnsaioBrowserSelectQuery,SELECT,TABLE,UBV_EQUIPAMENTO
TQSQ,EnsaioBrowserSelectQuery,SELECT,TABLE,UBV_LOCAL_AMOSTRA
TQSQ,EnsaioBrowserSelectQuery,SELECT,TABLE,UBV_TIPO_ANALISE
TQSQ,EnsaioBrowserSelectQuery,SELECT,TABLE,UBV_CARACTERISTICA
TQSQ,EnsaioBrowserSelectQuery,SELECT,TABLE,UBV_ENSAIO
TQSQ,EnsaioBrowserSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,PainelMetasMetricSelectQuery,SELECT,TABLE,METRICA.MES_UNIDADEMEDIDA
TQSQ,PainelMetasMetricSelectQuery,SELECT,TABLE,UBVISTA.UBV_PLANO_SAFRA
TQSQ,PainelMetasMetricSelectQuery,SELECT,TABLE,METRICA.AP_METRICDEFINITIONS
TQSQ,PainelMetasECSelectQuery,SELECT,TABLE,PIMSCS.APT_CARGAS
TQSQ,PainelSubGrupoCaracSelectQuery,SELECT,TABLE,UBV_PAINEL_SUBGRUPO_CARAC
TQSQ,PainelCountGroupSelectQuery,SELECT,TABLE,UBV_PAINEL_GRUPO
TQSQ,SP_Cadastro_SubGrupo,PROC,PROC,PKG_PAINEL_ANALITICO.SP_CADASTROSUBGRUPO
TRX,PainelMetasTransaction,QUERY,TQSQ,PainelMetasMetricSelectQuery
TRX,PainelMetasTransaction,QUERY,TQSQ,PainelMetasECSelectQuery
TRX,PainelMetasTransaction,QUERY,TQSQ,PainelMetasECCurrentSelectQuery
TRX,PainelMetasTransaction_new,QUERY,TQSQ,PainelMetasMetricSelectQuery
TRX,PainelMetasTransaction_new,QUERY,TQSQ,PainelMetasECSelectQuery
TRX,PainelMetasTransaction_new,QUERY,TQSQ,PainelMetasECCurrentSelectQuery
TQXC,TrxAnalisesXct,CALL,TRX,TrxAnalises
TRX,TrxRelatorioAnalises,QUERY,TQSQ,ComboGrupoCaracteristicaSelectQuery
TRX,TrxRelatorioAnalises,QUERY,TQSQ,RelatorioAnalises
TRX,TrxRelatorioAnalises,QUERY,TQSQ,Turno
TRX,TrxGrupos,QUERY,TQSQ,Areas
TRX,TrxGrupos,QUERY,TQSQ,DeleteFeatures
TRX,TrxGrupos,QUERY,TQSQ,Features
TRX,TrxGrupos,QUERY,TQSQ,SequenceID
TQSQ,ComboTipoSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,ComboTipoSelectQuery,SELECT,TABLE,UBV_TIPO_ANALISE
TQSQ,ComboTipoSelectQuery,SELECT,TABLE,UBV_VIGENCIA
TQSQ,ComboCaracteristicaSelectQuery,SELECT,TABLE,UBV_ANALISE
TQSQ,Turno,SELECT,TABLE,UBV_TURNO
TQSQ,RelatorioAnalises,SELECT,TABLE,UBV_QUALIDADE
