Type,FullName,Label
TABLE,UBV_MAQUI_COMPO,UBV_MAQUI_COMPO
TABLE,UBV_COMPONENTE,UBV_COMPONENTE
TABLE,UBV_COMPO_MOTIV,UBV_COMPO_MOTIV
TABLE,UBV_MAQUI_TIPO,UBV_MAQUI_TIPO
TABLE,UBV_MOTIVO_CAUSA,UBV_MOTIVO_CAUSA
TABLE,UBV_CAUSA,UBV_CAUSA
TABLE,UBV_JUSTIFICATIVA,UBV_JUSTIFICATIVA
TABLE,UBV_INTERFACE_LOG,UBV_INTERFACE_LOG
TABLE,"UBV_META
CD_WERKS","UBV_META
CD_WERKS"
TABLE,B,B
TABLE,UBVISTA.UBV_SAFRA_CENTRO,UBVISTA.UBV_SAFRA_CENTRO
TABLE,C,C
TABLE,UBV_CENTRO,UBV_CENTRO
TABLE,"UBV_INTERFACE
ID_INTER","UBV_INTERFACE
ID_INTER"
TABLE,PAI_CONFIG_INDICADOR,PAI_CONFIG_INDICADOR
TABLE,PAI_GRUPO_INDICADOR,PAI_GRUPO_INDICADOR
TABLE,PAI_AVISO,PAI_AVISO
TABLE,PAI_CONFIG_TELA,PAI_CONFIG_TELA
TABLE,AP_SCANGROUPS,AP_SCANGROUPS
TABLE,UBVISTA.UBV_DE_VARIAVEIS,UBVISTA.UBV_DE_VARIAVEIS
TABLE,UBVISTA.UBV_DE_VALORES,UBVISTA.UBV_DE_VALORES
TABLE,PIMSCS.OUTR_PESAGENS,PIMSCS.OUTR_PESAGENS
TABLE,PIMSCS.CAD_PRODUTO,PIMSCS.CAD_PRODUTO
TABLE,UBVISTA.SAP_ZCAN02,UBVISTA.SAP_ZCAN02
TABLE,TABLECASTGET_METRICTOID[PARAM.1],TABLECASTGET_METRICTOID[PARAM.1]
TABLE,TO_TIMESTAMP'[PARAM.2]',TO_TIMESTAMP'[PARAM.2]'
TABLE,'DD/MM/RRRR,RRRR
TABLE,AP_GRANULOMETRY,AP_GRANULOMETRY
TABLE,AP_LOGDATAHORAEXEC,AP_LOGDATAHORAEXEC
TABLE,VW_MES_METRICDEFINITIONS,VW_MES_METRICDEFINITIONS
TABLE,VW_AP_METRICEXPRESSION,VW_AP_METRICEXPRESSION
TABLE,AP_AGENDAATUALIZACAO,AP_AGENDAATUALIZACAO
TABLE,AP_METRICEXPRESSION,AP_METRICEXPRESSION
TABLE,AP_QUERYGROUP,AP_QUERYGROUP
TABLE,DADOS,DADOS
TABLE,QG,QG
TABLE,AP_METRICGRANULOMETRY,AP_METRICGRANULOMETRY
TABLE,AP_LOG,AP_LOG
TABLE,VW_TPQUERY,VW_TPQUERY
TABLE,AP_METRICPERIOD,AP_METRICPERIOD
TABLE,AP_DASH_METRICA,AP_DASH_METRICA
TABLE,AP_COMMENTSHISTORY,AP_COMMENTSHISTORY
TABLE,MES_PARAMETROS,MES_PARAMETROS
TABLE,MES_PARAMETROSEXISTENCIAVALOR,MES_PARAMETROSEXISTENCIAVALOR
TABLE,MES_EXISTENCIA,MES_EXISTENCIA
TABLE,MES_ESTRUTURASMETRICA,MES_ESTRUTURASMETRICA
TABLE,MES_METRICAVALORESLIMITES,MES_METRICAVALORESLIMITES
TABLE,MES_METRICALIMITESMETRICA,MES_METRICALIMITESMETRICA
TABLE,AP_CATEGORIES,AP_CATEGORIES
TABLE,MES_ESTRUTURAMEDICAO,MES_ESTRUTURAMEDICAO
TABLE,"AP_COMMENTSHISTORY

METRICID","AP_COMMENTSHISTORY

METRICID"
TABLE,"TABLE
","TABLE
"
TABLE,TO_DATE'[PARAM.2]',TO_DATE'[PARAM.2]'
TABLE,'DD/MM/YYYY,YYYY
TABLE,MES_EXISTENCIAMEDIDOR,MES_EXISTENCIAMEDIDOR
TABLE,UBV_ENSAIO_METC,UBV_ENSAIO_METC
TABLE,UBV_POND_ENSAIO,UBV_POND_ENSAIO
TABLE,UBVISTA.UBV_QUALIDADE,UBVISTA.UBV_QUALIDADE
TABLE,MES_TIPOMEDIDOR,MES_TIPOMEDIDOR
TABLE,MES_METRICASEXISTENCIA,MES_METRICASEXISTENCIA
TABLE,MES_GRUPOEXISTENCIA,MES_GRUPOEXISTENCIA
TABLE,MES_GESTAOMEDIDORESEXISTENCIA,MES_GESTAOMEDIDORESEXISTENCIA
TABLE,MES_MEDIDORLABORATORIO,MES_MEDIDORLABORATORIO
